# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
9.68	4.45507	-6.92566	-2.47059
9.77	4.38897	-6.90611	-2.51715
9.86	4.32361	-6.88662	-2.56302
9.95	4.25897	-6.86718	-2.60821
10.04	4.19507	-6.84779	-2.65272
10.13	4.13192	-6.82847	-2.69656
10.22	4.06949	-6.80921	-2.73972
10.31	4.00777	-6.78999	-2.78222
10.4	3.94676	-6.77082	-2.82405
10.49	3.88645	-6.75167	-2.86523
10.58	3.82681	-6.73255	-2.90574
10.67	3.76785	-6.71345	-2.9456
10.76	3.70955	-6.69435	-2.9848
10.85	3.6519	-6.67526	-3.02336
10.94	3.59489	-6.65616	-3.06127
11.03	3.53853	-6.63707	-3.09853
11.12	3.48282	-6.61797	-3.13515
11.21	3.42774	-6.59887	-3.17113
11.3	3.37329	-6.57976	-3.20647
11.39	3.31946	-6.56064	-3.24118
11.48	3.26625	-6.54151	-3.27525
11.57	3.21365	-6.52234	-3.30869
11.66	3.16165	-6.50315	-3.3415
11.75	3.11025	-6.48393	-3.37368
11.84	3.05943	-6.46468	-3.40524
11.93	3.0092	-6.44538	-3.43618
12.02	2.95956	-6.42605	-3.46649
12.11	2.91049	-6.40667	-3.49618
12.2	2.862	-6.38726	-3.52526
12.29	2.81408	-6.3678	-3.55372
12.38	2.76672	-6.34829	-3.58157
12.47	2.71993	-6.32873	-3.6088
12.56	2.67369	-6.30912	-3.63543
12.65	2.628	-6.28945	-3.66145
12.74	2.58286	-6.26972	-3.68686
12.83	2.53826	-6.24993	-3.71167
12.92	2.4942	-6.23008	-3.73588
13.01	2.45068	-6.21016	-3.75948
13.1	2.40768	-6.19018	-3.78249
13.19	2.36522	-6.17013	-3.80491
13.28	2.32328	-6.15001	-3.82673
13.37	2.28187	-6.12982	-3.84795
13.46	2.24097	-6.10956	-3.86859
13.55	2.20059	-6.08923	-3.88864
13.64	2.16071	-6.06882	-3.9081
13.73	2.12135	-6.04833	-3.92698
13.82	2.08248	-6.02776	-3.94528
13.91	2.04412	-6.00711	-3.963
14	2.00625	-5.98638	-3.98014
14.09	1.96887	-5.96557	-3.9967
14.18	1.93199	-5.94468	-4.01269
14.27	1.89559	-5.9237	-4.02811
14.36	1.85967	-5.90263	-4.04296
14.45	1.82424	-5.88148	-4.05724
14.54	1.78928	-5.86023	-4.07095
14.63	1.75479	-5.8389	-4.08411
14.72	1.72078	-5.81748	-4.0967
14.81	1.68723	-5.79596	-4.10873
14.9	1.65414	-5.77435	-4.12021
14.99	1.62152	-5.75265	-4.13113
15.08	1.58935	-5.73085	-4.1415
15.17	1.55763	-5.70896	-4.15132
15.26	1.52637	-5.68697	-4.1606
15.35	1.49555	-5.66488	-4.16933
15.44	1.46518	-5.64269	-4.17751
15.53	1.43525	-5.62041	-4.18516
15.62	1.40575	-5.59802	-4.19227
15.71	1.37669	-5.57553	-4.19884
15.8	1.34806	-5.55295	-4.20488
15.89	1.31986	-5.53025	-4.21039
15.98	1.29208	-5.50746	-4.21538
16.07	1.26472	-5.48456	-4.21983
16.16	1.23779	-5.46155	-4.22377
16.25	1.21126	-5.43844	-4.22718
16.34	1.18515	-5.41523	-4.23008
16.43	1.15944	-5.39191	-4.23246
16.52	1.13414	-5.36848	-4.23433
16.61	1.10924	-5.34494	-4.2357
16.7	1.08474	-5.32129	-4.23655
16.79	1.06064	-5.29754	-4.2369
16.88	1.03692	-5.27367	-4.23675
16.97	1.01359	-5.2497	-4.2361
17.06	0.990651	-5.22561	-4.23496
17.15	0.968089	-5.20141	-4.23332
17.24	0.945906	-5.1771	-4.2312
17.33	0.924096	-5.15268	-4.22859
17.42	0.902657	-5.12815	-4.22549
17.51	0.881586	-5.1035	-4.22192
17.6	0.860879	-5.07874	-4.21786
17.69	0.840533	-5.05387	-4.21334
17.78	0.820544	-5.02888	-4.20834
17.87	0.800908	-5.00378	-4.20287
17.96	0.781622	-4.97857	-4.19694
18.05	0.762683	-4.95324	-4.19055
18.14	0.744088	-4.92779	-4.1837
18.23	0.725832	-4.90223	-4.1764
18.32	0.707912	-4.87656	-4.16864
18.41	0.690325	-4.85077	-4.16044
18.5	0.673066	-4.82486	-4.15179
18.59	0.656134	-4.79884	-4.14271
18.68	0.639523	-4.7727	-4.13318
18.77	0.623231	-4.74645	-4.12322
18.86	0.607254	-4.72009	-4.11283
18.95	0.591588	-4.6936	-4.10202
19.04	0.57623	-4.66701	-4.09078
19.13	0.561175	-4.6403	-4.07912
19.22	0.546422	-4.61347	-4.06705
19.31	0.531965	-4.58653	-4.05456
19.4	0.517802	-4.55947	-4.04167
19.49	0.503928	-4.5323	-4.02838
19.58	0.49034	-4.50502	-4.01468
19.67	0.477035	-4.47763	-4.00059
19.76	0.464009	-4.45012	-3.98611
19.85	0.451258	-4.4225	-3.97124
19.94	0.438779	-4.39477	-3.95599
20.03	0.426568	-4.36692	-3.94035
20.12	0.414622	-4.33897	-3.92435
20.21	0.402936	-4.3109	-3.90797
20.3	0.391507	-4.28273	-3.89122
20.39	0.380332	-4.25445	-3.87412
20.48	0.369407	-4.22606	-3.85665
20.57	0.358729	-4.19756	-3.83883
20.66	0.348293	-4.16896	-3.82067
20.75	0.338097	-4.14025	-3.80215
20.84	0.328136	-4.11144	-3.7833
20.93	0.318408	-4.08252	-3.76411
21.02	0.308908	-4.0535	-3.74459
21.11	0.299633	-4.02437	-3.72474
21.2	0.290579	-3.99515	-3.70457
21.29	0.281743	-3.96583	-3.68409
21.38	0.273122	-3.93641	-3.66329
21.47	0.264712	-3.90689	-3.64218
21.56	0.256509	-3.87728	-3.62077
21.65	0.24851	-3.84757	-3.59906
21.74	0.240711	-3.81777	-3.57706
21.83	0.23311	-3.78788	-3.55477
21.92	0.225702	-3.7579	-3.5322
22.01	0.218484	-3.72783	-3.50934
22.1	0.211454	-3.69766	-3.48621
22.19	0.204606	-3.66742	-3.46281
22.28	0.197939	-3.63709	-3.43915
22.37	0.191448	-3.60669	-3.41524
22.46	0.185131	-3.5762	-3.39107
22.55	0.178984	-3.54564	-3.36665
22.64	0.173004	-3.515	-3.342
22.73	0.167188	-3.48429	-3.3171
22.82	0.161532	-3.45351	-3.29198
22.91	0.156033	-3.42266	-3.26663
23	0.150688	-3.39174	-3.24105
23.09	0.145495	-3.36075	-3.21526
23.18	0.140449	-3.32971	-3.18926
23.27	0.135548	-3.29861	-3.16306
23.36	0.130789	-3.26747	-3.13668
23.45	0.126169	-3.23627	-3.1101
23.54	0.121684	-3.20503	-3.08334
23.63	0.117332	-3.17374	-3.05641
23.72	0.11311	-3.14241	-3.0293
23.81	0.109015	-3.11104	-3.00203
23.9	0.105044	-3.07964	-2.9746
23.99	0.101194	-3.0482	-2.94701
24.08	0.0974632	-3.01674	-2.91927
24.17	0.0938478	-2.98525	-2.89141
24.26	0.0903453	-2.95376	-2.86341
24.35	0.0869531	-2.92225	-2.8353
24.44	0.0836684	-2.89074	-2.80707
24.53	0.0804888	-2.85923	-2.77874
24.62	0.0774116	-2.82772	-2.75031
24.71	0.0744343	-2.79621	-2.72178
24.8	0.0715544	-2.76472	-2.69316
24.89	0.0687695	-2.73323	-2.66446
24.98	0.0660773	-2.70176	-2.63568
25.07	0.0634753	-2.67031	-2.60684
25.16	0.0609609	-2.6389	-2.57794
25.25	0.0585316	-2.60753	-2.54899
25.34	0.0561854	-2.5762	-2.52001
25.43	0.0539199	-2.54492	-2.491
25.52	0.0517329	-2.5137	-2.46197
25.61	0.0496224	-2.48254	-2.43292
25.7	0.0475862	-2.45144	-2.40386
25.79	0.0456224	-2.42041	-2.37479
25.88	0.0437288	-2.38945	-2.34572
25.97	0.0419035	-2.35856	-2.31666
26.06	0.0401446	-2.32776	-2.28762
26.15	0.0384498	-2.29705	-2.2586
26.24	0.0368171	-2.26644	-2.22963
26.33	0.0352447	-2.23595	-2.2007
26.42	0.0337307	-2.20556	-2.17183
26.51	0.0322735	-2.17529	-2.14302
26.6	0.0308714	-2.14514	-2.11427
26.69	0.0295227	-2.11512	-2.08559
26.78	0.0282257	-2.08522	-2.057
26.87	0.0269788	-2.05546	-2.02848
26.96	0.0257806	-2.02584	-2.00006
27.05	0.0246295	-1.99636	-1.97173
27.14	0.0235237	-1.96704	-1.94351
27.23	0.0224614	-1.93788	-1.91541
27.32	0.0214414	-1.90888	-1.88744
27.41	0.0204622	-1.88006	-1.8596
27.5	0.0195226	-1.85141	-1.83189
27.59	0.0186211	-1.82294	-1.80432
27.68	0.0177566	-1.79465	-1.7769
27.77	0.0169278	-1.76656	-1.74963
27.86	0.0161335	-1.73865	-1.72251
27.95	0.0153726	-1.71093	-1.69556
28.04	0.0146438	-1.68342	-1.66877
28.13	0.013946	-1.65611	-1.64216
28.22	0.0132776	-1.62901	-1.61574
28.31	0.0126376	-1.60213	-1.5895
28.4	0.0120251	-1.57547	-1.56345
28.49	0.0114392	-1.54904	-1.5376
28.58	0.0108787	-1.52282	-1.51194
28.67	0.0103429	-1.49684	-1.4865
28.76	0.00983087	-1.47109	-1.46126
28.85	0.00934168	-1.44557	-1.43623
28.94	0.00887451	-1.42029	-1.41142
29.03	0.00842854	-1.39525	-1.38682
29.12	0.00800284	-1.37045	-1.36245
29.21	0.00759635	-1.34591	-1.33831
29.3	0.00720833	-1.32161	-1.3144
29.39	0.0068381	-1.29756	-1.29073
29.48	0.00648497	-1.27377	-1.26729
29.57	0.00614829	-1.25024	-1.24409
29.66	0.00582742	-1.22696	-1.22113
29.75	0.00552175	-1.20394	-1.19842
29.84	0.00523066	-1.18118	-1.17595
29.93	0.0049536	-1.15869	-1.15374
30.02	0.00468998	-1.13646	-1.13177
30.11	0.00443921	-1.11449	-1.11005
30.2	0.00420046	-1.09279	-1.08859
30.29	0.00397327	-1.07135	-1.06738
30.38	0.00375717	-1.05019	-1.04643
30.47	0.0035517	-1.02929	-1.02574
30.56	0.00335642	-1.00866	-1.0053
30.65	0.00317092	-0.988301	-0.98513
30.74	0.00299479	-0.968211	-0.965216
30.83	0.00282762	-0.948389	-0.945561
30.92	0.00266905	-0.928837	-0.926167
31.01	0.00251869	-0.909553	-0.907034
31.1	0.00237618	-0.890538	-0.888162
31.19	0.00224092	-0.871791	-0.86955
31.28	0.00211261	-0.853312	-0.8512
31.37	0.00199096	-0.8351	-0.833109
31.46	0.00187567	-0.817155	-0.815279
31.55	0.00176646	-0.799474	-0.797708
31.64	0.00166307	-0.782059	-0.780396
31.73	0.00156524	-0.764907	-0.763342
31.82	0.00147271	-0.748018	-0.746545
31.91	0.00138525	-0.73139	-0.730004
32	0.00130263	-0.715022	-0.713719
32.09	0.00122462	-0.698913	-0.697688
32.18	0.00115083	-0.68306	-0.681909
32.27	0.00108105	-0.667462	-0.666381
32.36	0.00101512	-0.652117	-0.651102
32.45	0.000952844	-0.637024	-0.636071
32.54	0.000894061	-0.622182	-0.621288
32.63	0.000838608	-0.607587	-0.606749
32.72	0.000786326	-0.59324	-0.592453
32.81	0.000737064	-0.579137	-0.578399
32.9	0.000690677	-0.565276	-0.564586
32.99	0.000647027	-0.551657	-0.55101
33.08	0.000605979	-0.538276	-0.53767
33.17	0.000567293	-0.525131	-0.524564
33.26	0.000530842	-0.512219	-0.511688
33.35	0.000496517	-0.499539	-0.499042
33.44	0.000464217	-0.487087	-0.486623
33.53	0.00043384	-0.474863	-0.474429
33.62	0.000405292	-0.462864	-0.462458
33.71	0.000378483	-0.451087	-0.450708
33.8	0.000353323	-0.43953	-0.439177
33.89	0.00032973	-0.428192	-0.427862
33.98	0.000307623	-0.417069	-0.416761
34.07	0.000286925	-0.406159	-0.405872
34.16	0.000267499	-0.39546	-0.395192
34.25	0.000249262	-0.384968	-0.384718
34.34	0.000232154	-0.374681	-0.374448
34.43	0.000216116	-0.364596	-0.36438
34.52	0.000201093	-0.354712	-0.354511
34.61	0.000187033	-0.345026	-0.344839
34.7	0.000173884	-0.335536	-0.335362
34.79	0.000161598	-0.32624	-0.326078
34.88	0.000150129	-0.317134	-0.316984
34.97	0.000139433	-0.308217	-0.308077
35.06	0.000129468	-0.299486	-0.299357
35.15	0.000120159	-0.290938	-0.290818
35.24	0.000111453	-0.282571	-0.28246
35.33	0.000103319	-0.274382	-0.274278
35.42	9.57253e-05	-0.266368	-0.266272
35.51	8.86429e-05	-0.258528	-0.258439
35.6	8.20437e-05	-0.250859	-0.250777
35.69	7.59007e-05	-0.243359	-0.243283
35.78	7.01886e-05	-0.236026	-0.235956
35.87	6.48829e-05	-0.228857	-0.228793
35.96	5.99606e-05	-0.221851	-0.221791
36.05	5.53996e-05	-0.215004	-0.214949
36.14	5.1162e-05	-0.208315	-0.208264
36.23	4.72156e-05	-0.20178	-0.201733
36.32	4.35442e-05	-0.195397	-0.195353
36.41	4.01323e-05	-0.189164	-0.189124
36.5	3.69649e-05	-0.18308	-0.183043
36.59	3.40279e-05	-0.177141	-0.177107
36.68	3.1308e-05	-0.171346	-0.171315
36.77	2.87924e-05	-0.165693	-0.165664
36.86	2.64689e-05	-0.160179	-0.160153
36.95	2.43261e-05	-0.154803	-0.154779
37.04	2.2353e-05	-0.149562	-0.14954
37.13	2.05315e-05	-0.144455	-0.144434
37.22	1.88427e-05	-0.139477	-0.139458
37.31	1.72787e-05	-0.134628	-0.134611
37.4	1.58323e-05	-0.129906	-0.12989
37.49	1.44962e-05	-0.125308	-0.125294
37.58	1.32639e-05	-0.120833	-0.120819
37.67	1.21291e-05	-0.116478	-0.116466
37.76	1.10857e-05	-0.112242	-0.112231
37.85	1.0128e-05	-0.108122	-0.108112
37.94	9.25065e-06	-0.104118	-0.104108
38.03	8.4486e-06	-0.100226	-0.100217
38.12	7.71385e-06	-0.0964444	-0.0964367
38.21	7.03585e-06	-0.0927713	-0.0927643
38.3	6.41109e-06	-0.0892045	-0.0891981
38.39	5.8363e-06	-0.0857423	-0.0857364
38.48	5.30833e-06	-0.0823826	-0.0823773
38.57	4.82424e-06	-0.0791238	-0.079119
38.66	4.38122e-06	-0.075964	-0.0759596
38.75	3.97663e-06	-0.0729012	-0.0728972
38.84	3.60797e-06	-0.0699338	-0.0699301
38.93	3.27288e-06	-0.0670597	-0.0670565
39.02	2.96915e-06	-0.0642773	-0.0642743
39.11	2.6936e-06	-0.0615845	-0.0615818
39.2	2.44059e-06	-0.058979	-0.0589766
39.29	2.2087e-06	-0.0564591	-0.0564569
39.38	1.99655e-06	-0.054023	-0.054021
39.47	1.80287e-06	-0.051669	-0.0516672
39.56	1.62644e-06	-0.0493953	-0.0493936
39.65	1.46611e-06	-0.0472001	-0.0471986
39.74	1.3208e-06	-0.0450818	-0.0450805
39.83	1.1895e-06	-0.0430385	-0.0430373
39.92	1.07126e-06	-0.0410686	-0.0410675
40.01	9.65169e-07	-0.0391703	-0.0391693
40.1	8.70126e-07	-0.0373418	-0.0373409
40.19	7.83282e-07	-0.035581	-0.0355802
40.28	7.04095e-07	-0.0338862	-0.0338855
40.37	6.32056e-07	-0.0322558	-0.0322551
40.46	5.66684e-07	-0.0306881	-0.0306876
40.55	5.07526e-07	-0.0291816	-0.0291811
40.64	4.54156e-07	-0.0277346	-0.0277341
40.73	4.06174e-07	-0.0263455	-0.0263451
40.82	3.63202e-07	-0.0250127	-0.0250123
40.91	3.24889e-07	-0.0237346	-0.0237343
41	2.90902e-07	-0.0225097	-0.0225094
41.09	2.6093e-07	-0.0213364	-0.0213361
41.18	2.33645e-07	-0.0202127	-0.0202125
41.27	2.08863e-07	-0.0191373	-0.0191371
41.36	1.86417e-07	-0.0181086	-0.0181084
41.45	1.66143e-07	-0.0171251	-0.017125
41.54	1.47893e-07	-0.0161856	-0.0161854
41.63	1.31524e-07	-0.0152884	-0.0152883
41.72	1.16903e-07	-0.0144324	-0.0144323
41.81	1.03904e-07	-0.013616	-0.0136159
41.9	9.24125e-08	-0.012838	-0.0128379
41.99	8.23173e-08	-0.012097	-0.0120969
42.08	7.35162e-08	-0.0113916	-0.0113916
42.17	6.55678e-08	-0.0107205	-0.0107204
42.26	5.83698e-08	-0.0100821	-0.0100821
42.35	5.18702e-08	-0.0094755	-0.00947545
42.44	4.60205e-08	-0.00889934	-0.00889929
42.53	4.0775e-08	-0.00835251	-0.00835247
42.62	3.60906e-08	-0.00783388	-0.00783384
42.71	3.19272e-08	-0.00734234	-0.00734231
42.8	2.8247e-08	-0.0068768	-0.00687678
42.89	2.50147e-08	-0.00643622	-0.0064362
42.98	2.21974e-08	-0.00601955	-0.00601953
43.07	1.97641e-08	-0.0056258	-0.00562578
43.16	1.75868e-08	-0.00525378	-0.00525376
43.25	1.56187e-08	-0.00490249	-0.00490248
43.34	1.38455e-08	-0.00457105	-0.00457103
43.43	1.22533e-08	-0.00425856	-0.00425855
43.52	1.08295e-08	-0.00396419	-0.00396418
43.61	9.56193e-09	-0.0036871	-0.00368709
43.7	8.43936e-09	-0.00342649	-0.00342648
43.79	7.45124e-09	-0.00318159	-0.00318158
43.88	6.58767e-09	-0.00295165	-0.00295164
43.97	5.83942e-09	-0.00273593	-0.00273592
44.06	5.19787e-09	-0.00253374	-0.00253373
44.15	4.62904e-09	-0.00234426	-0.00234426
44.24	4.11473e-09	-0.00216678	-0.00216678
44.33	3.65118e-09	-0.0020007	-0.0020007
44.42	3.23485e-09	-0.00184543	-0.00184543
44.51	2.86241e-09	-0.0017004	-0.0017004
44.6	2.53074e-09	-0.00156507	-0.00156507
44.69	2.23691e-09	-0.00143892	-0.00143891
44.78	1.97818e-09	-0.00132144	-0.00132144
44.87	1.75198e-09	-0.00121216	-0.00121216
44.96	1.55591e-09	-0.00111062	-0.00111062
45.05	1.38771e-09	-0.00101637	-0.00101637
45.14	1.23909e-09	-0.00092891	-0.000928909
45.23	1.10364e-09	-0.000847766	-0.000847765
45.32	9.80485e-10	-0.000772573	-0.000772572
45.41	8.6879e-10	-0.000702979	-0.000702978
45.5	7.67764e-10	-0.000638648	-0.000638648
45.59	6.76665e-10	-0.000579263	-0.000579262
45.68	5.94793e-10	-0.000524517	-0.000524517
45.77	5.21494e-10	-0.000474123	-0.000474123
45.86	4.5615e-10	-0.000427807	-0.000427806
45.95	3.98183e-10	-0.000385307	-0.000385307
46.04	3.47051e-10	-0.000346377	-0.000346377
46.13	3.01665e-10	-0.000310726	-0.000310725
46.22	2.60875e-10	-0.000278065	-0.000278065
46.31	2.24347e-10	-0.000248199	-0.000248199
46.4	1.91771e-10	-0.000220941	-0.000220941
46.49	1.62852e-10	-0.000196114	-0.000196113
46.58	1.37317e-10	-0.000173551	-0.000173551
46.67	1.14911e-10	-0.000153097	-0.000153097
46.76	9.53934e-11	-0.000134604	-0.000134604
46.85	7.85416e-11	-0.000117931	-0.000117931
46.94	6.41474e-11	-0.00010295	-0.00010295
47.03	5.20165e-11	-8.95361e-05	-8.9536e-05
47.12	4.1787e-11	-7.75414e-05	-7.75414e-05
47.21	3.29435e-11	-6.6794e-05	-6.6794e-05
47.3	2.53767e-11	-5.72019e-05	-5.72019e-05
47.39	1.8985e-11	-4.8679e-05	-4.8679e-05
47.48	1.36737e-11	-4.11447e-05	-4.11447e-05
47.57	9.35518e-12	-3.45235e-05	-3.45235e-05
47.66	5.9478e-12	-2.87451e-05	-2.87451e-05
47.75	3.37597e-12	-2.37438e-05	-2.37438e-05
47.84	1.56963e-12	-1.94581e-05	-1.94581e-05
47.93	4.64184e-13	-1.5831e-05	-1.5831e-05
48.02	-2.22045e-16	-1.28095e-05	-1.28095e-05
48.11	-2.22045e-16	-1.03049e-05	-1.03049e-05
48.2	-2.22045e-16	-8.13842e-06	-8.13842e-06
48.29	-2.22045e-16	-6.28321e-06	-6.28321e-06
48.38	-2.22045e-16	-4.71436e-06	-4.71436e-06
48.47	-2.22045e-16	-3.40872e-06	-3.40872e-06
48.56	-2.22045e-16	-2.34475e-06	-2.34475e-06
48.65	-2.22045e-16	-1.50248e-06	-1.50248e-06
48.74	-2.22045e-16	-8.63384e-07	-8.63384e-07
48.83	-2.22045e-16	-4.10319e-07	-4.10319e-07
48.92	-2.22045e-16	-1.27414e-07	-1.27414e-07
49.01	-2.22045e-16	0	-2.22045e-16
49.1	-2.22045e-16	0	-2.22045e-16
49.19	-2.22045e-16	0	-2.22045e-16
49.28	-2.22045e-16	0	-2.22045e-16
49.37	-2.22045e-16	0	-2.22045e-16
49.46	-2.22045e-16	0	-2.22045e-16
49.55	-2.22045e-16	0	-2.22045e-16
49.64	-2.22045e-16	0	-2.22045e-16
49.73	-2.22045e-16	0	-2.22045e-16
49.82	-2.22045e-16	0	-2.22045e-16
49.91	-2.22045e-16	0	-2.22045e-16
50	-2.22045e-16	0	-2.22045e-16
50.09	-2.22045e-16	0	-2.22045e-16
50.18	-2.22045e-16	0	-2.22045e-16
50.27	-2.22045e-16	0	-2.22045e-16
50.36	-2.22045e-16	0	-2.22045e-16
50.45	-2.22045e-16	0	-2.22045e-16
50.54	-2.22045e-16	0	-2.22045e-16
50.63	-2.22045e-16	0	-2.22045e-16
50.72	-2.22045e-16	0	-2.22045e-16
50.81	-2.22045e-16	0	-2.22045e-16
50.9	-2.22045e-16	0	-2.22045e-16
50.99	-2.22045e-16	0	-2.22045e-16
51.08	-2.22045e-16	0	-2.22045e-16
51.17	-2.22045e-16	0	-2.22045e-16
51.26	-2.22045e-16	0	-2.22045e-16
51.35	-2.22045e-16	0	-2.22045e-16
51.44	-2.22045e-16	0	-2.22045e-16
51.53	-2.22045e-16	0	-2.22045e-16
51.62	-2.22045e-16	0	-2.22045e-16
51.71	-2.22045e-16	0	-2.22045e-16
51.8	-2.22045e-16	0	-2.22045e-16
51.89	-2.22045e-16	0	-2.22045e-16
51.98	-2.22045e-16	0	-2.22045e-16
52.07	-2.22045e-16	0	-2.22045e-16
52.16	-2.22045e-16	0	-2.22045e-16
52.25	-2.22045e-16	0	-2.22045e-16
52.34	-2.22045e-16	0	-2.22045e-16
52.43	-2.22045e-16	0	-2.22045e-16
52.52	-2.22045e-16	0	-2.22045e-16
52.61	-2.22045e-16	0	-2.22045e-16
52.7	-2.22045e-16	0	-2.22045e-16
52.79	-2.22045e-16	0	-2.22045e-16
52.88	-2.22045e-16	0	-2.22045e-16
52.97	-2.22045e-16	0	-2.22045e-16
53.06	-2.22045e-16	0	-2.22045e-16
53.15	-2.22045e-16	0	-2.22045e-16
53.24	-2.22045e-16	0	-2.22045e-16
53.33	-2.22045e-16	0	-2.22045e-16
53.42	-2.22045e-16	0	-2.22045e-16
53.51	-2.22045e-16	0	-2.22045e-16
53.6	-2.22045e-16	0	-2.22045e-16
53.69	-2.22045e-16	0	-2.22045e-16
53.78	-2.22045e-16	0	-2.22045e-16
53.87	-2.22045e-16	0	-2.22045e-16
53.96	-2.22045e-16	0	-2.22045e-16
54.05	-2.22045e-16	0	-2.22045e-16
54.14	-2.22045e-16	0	-2.22045e-16
54.23	-2.22045e-16	0	-2.22045e-16
54.32	-2.22045e-16	0	-2.22045e-16
54.41	-2.22045e-16	0	-2.22045e-16
54.5	-2.22045e-16	0	-2.22045e-16
54.59	-2.22045e-16	0	-2.22045e-16
54.68	-2.22045e-16	0	-2.22045e-16
54.77	-2.22045e-16	0	-2.22045e-16
54.86	-2.22045e-16	0	-2.22045e-16
54.95	-2.22045e-16	0	-2.22045e-16
55.04	-2.22045e-16	0	-2.22045e-16
55.13	-2.22045e-16	0	-2.22045e-16
55.22	-2.22045e-16	0	-2.22045e-16
55.31	-2.22045e-16	0	-2.22045e-16
55.4	-2.22045e-16	0	-2.22045e-16
55.49	-2.22045e-16	0	-2.22045e-16
55.58	-2.22045e-16	0	-2.22045e-16
55.67	-2.22045e-16	0	-2.22045e-16
55.76	-2.22045e-16	0	-2.22045e-16
55.85	-2.22045e-16	0	-2.22045e-16
55.94	-2.22045e-16	0	-2.22045e-16
56.03	-2.22045e-16	0	-2.22045e-16
56.12	-2.22045e-16	0	-2.22045e-16
56.21	-2.22045e-16	0	-2.22045e-16
56.3	-2.22045e-16	0	-2.22045e-16
56.39	-2.22045e-16	0	-2.22045e-16
56.48	-2.22045e-16	0	-2.22045e-16
56.57	-2.22045e-16	0	-2.22045e-16
56.66	-2.22045e-16	0	-2.22045e-16
56.75	-2.22045e-16	0	-2.22045e-16
56.84	-2.22045e-16	0	-2.22045e-16
56.93	-2.22045e-16	0	-2.22045e-16
57.02	-2.22045e-16	0	-2.22045e-16
57.11	-2.22045e-16	0	-2.22045e-16
57.2	-2.22045e-16	0	-2.22045e-16
57.29	-2.22045e-16	0	-2.22045e-16
57.38	-2.22045e-16	0	-2.22045e-16
57.47	-2.22045e-16	0	-2.22045e-16
57.56	-2.22045e-16	0	-2.22045e-16
57.65	-2.22045e-16	0	-2.22045e-16
57.74	-2.22045e-16	0	-2.22045e-16
57.83	-2.22045e-16	0	-2.22045e-16
57.92	-2.22045e-16	0	-2.22045e-16
58.01	-2.22045e-16	0	-2.22045e-16
58.1	-2.22045e-16	0	-2.22045e-16
58.19	-2.22045e-16	0	-2.22045e-16
58.28	-2.22045e-16	0	-2.22045e-16
58.37	-2.22045e-16	0	-2.22045e-16
58.46	-2.22045e-16	0	-2.22045e-16
58.55	-2.22045e-16	0	-2.22045e-16
58.64	-2.22045e-16	0	-2.22045e-16
58.73	-2.22045e-16	0	-2.22045e-16
58.82	-2.22045e-16	0	-2.22045e-16
58.91	-2.22045e-16	0	-2.22045e-16
59	-2.22045e-16	0	-2.22045e-16
59.09	-2.22045e-16	0	-2.22045e-16
59.18	-2.22045e-16	0	-2.22045e-16
59.27	-2.22045e-16	0	-2.22045e-16
