# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
25.52	0.0517329	-3.03669	-2.98495
25.61	0.0496224	-2.99616	-2.94654
25.7	0.0475862	-2.95573	-2.90814
25.79	0.0456224	-2.91541	-2.86979
25.88	0.0437288	-2.8752	-2.83147
25.97	0.0419035	-2.83511	-2.79321
26.06	0.0401446	-2.79515	-2.755
26.15	0.0384498	-2.75534	-2.71689
26.24	0.0368171	-2.71569	-2.67887
26.33	0.0352447	-2.67621	-2.64096
26.42	0.0337307	-2.63691	-2.60317
26.51	0.0322735	-2.59779	-2.56551
26.6	0.0308714	-2.55886	-2.52799
26.69	0.0295227	-2.52012	-2.4906
26.78	0.0282257	-2.48159	-2.45336
26.87	0.0269788	-2.44327	-2.41629
26.96	0.0257806	-2.40516	-2.37938
27.05	0.0246295	-2.36727	-2.34264
27.14	0.0235237	-2.32962	-2.3061
27.23	0.0224614	-2.29222	-2.26976
27.32	0.0214414	-2.25508	-2.23364
27.41	0.0204622	-2.2182	-2.19774
27.5	0.0195226	-2.1816	-2.16207
27.59	0.0186211	-2.14526	-2.12664
27.68	0.0177566	-2.10921	-2.09145
27.77	0.0169278	-2.07344	-2.05651
27.86	0.0161335	-2.03796	-2.02183
27.95	0.0153726	-2.00278	-1.98741
28.04	0.0146438	-1.9679	-1.95326
28.13	0.013946	-1.93333	-1.91939
28.22	0.0132776	-1.89909	-1.88581
28.31	0.0126376	-1.86516	-1.85253
28.4	0.0120251	-1.83157	-1.81955
28.49	0.0114392	-1.79831	-1.78687
28.58	0.0108787	-1.76539	-1.75451
28.67	0.0103429	-1.73281	-1.72247
28.76	0.00983087	-1.70058	-1.69075
28.85	0.00934168	-1.66869	-1.65935
28.94	0.00887451	-1.63716	-1.62828
29.03	0.00842854	-1.60597	-1.59755
29.12	0.00800284	-1.57515	-1.56715
29.21	0.00759635	-1.54469	-1.5371
29.3	0.00720833	-1.5146	-1.50739
29.39	0.0068381	-1.48488	-1.47804
29.48	0.00648497	-1.45553	-1.44904
29.57	0.00614829	-1.42654	-1.4204
29.66	0.00582742	-1.39793	-1.39211
29.75	0.00552175	-1.3697	-1.36418
29.84	0.00523066	-1.34184	-1.33661
29.93	0.0049536	-1.31436	-1.30941
30.02	0.00468998	-1.28725	-1.28256
30.11	0.00443921	-1.26053	-1.25609
30.2	0.00420046	-1.23418	-1.22998
30.29	0.00397327	-1.2082	-1.20423
30.38	0.00375717	-1.18261	-1.17885
30.47	0.0035517	-1.15739	-1.15384
30.56	0.00335642	-1.13255	-1.12919
30.65	0.00317092	-1.10809	-1.10491
30.74	0.00299479	-1.084	-1.081
30.83	0.00282762	-1.06028	-1.05745
30.92	0.00266905	-1.03694	-1.03427
31.01	0.00251869	-1.01397	-1.01145
31.1	0.00237618	-0.991365	-0.988988
31.19	0.00224092	-0.969129	-0.966888
31.28	0.00211261	-0.947257	-0.945144
31.37	0.00199096	-0.925747	-0.923756
31.46	0.00187567	-0.904598	-0.902722
31.55	0.00176646	-0.883807	-0.88204
31.64	0.00166307	-0.863371	-0.861708
31.73	0.00156524	-0.843288	-0.841723
31.82	0.00147271	-0.823557	-0.822084
31.91	0.00138525	-0.804172	-0.802787
32	0.00130263	-0.785133	-0.783831
32.09	0.00122462	-0.766436	-0.765212
32.18	0.00115083	-0.748075	-0.746924
32.27	0.00108105	-0.730047	-0.728965
32.36	0.00101512	-0.712348	-0.711333
32.45	0.000952844	-0.694977	-0.694024
32.54	0.000894061	-0.677929	-0.677035
32.63	0.000838608	-0.661202	-0.660363
32.72	0.000786326	-0.644791	-0.644005
32.81	0.000737064	-0.628695	-0.627958
32.9	0.000690677	-0.612908	-0.612217
32.99	0.000647027	-0.597428	-0.596781
33.08	0.000605979	-0.58225	-0.581644
33.17	0.000567293	-0.567369	-0.566802
33.26	0.000530842	-0.552781	-0.55225
33.35	0.000496517	-0.538482	-0.537985
33.44	0.000464217	-0.524469	-0.524004
33.53	0.00043384	-0.510737	-0.510303
33.62	0.000405292	-0.497284	-0.496879
33.71	0.000378483	-0.484106	-0.483728
33.8	0.000353323	-0.4712	-0.470846
33.89	0.00032973	-0.45856	-0.45823
33.98	0.000307623	-0.446184	-0.445877
34.07	0.000286925	-0.434069	-0.433782
34.16	0.000267499	-0.422207	-0.42194
34.25	0.000249262	-0.410596	-0.410346
34.34	0.000232154	-0.399231	-0.398999
34.43	0.000216116	-0.388109	-0.387893
34.52	0.000201093	-0.377227	-0.377026
34.61	0.000187033	-0.366581	-0.366394
34.7	0.000173884	-0.356168	-0.355994
34.79	0.000161598	-0.345984	-0.345822
34.88	0.000150129	-0.336025	-0.335875
34.97	0.000139433	-0.326289	-0.32615
35.06	0.000129468	-0.316772	-0.316642
35.15	0.000120159	-0.307468	-0.307348
35.24	0.000111453	-0.298374	-0.298263
35.33	0.000103319	-0.289487	-0.289384
35.42	9.57253e-05	-0.280803	-0.280707
35.51	8.86429e-05	-0.27232	-0.272231
35.6	8.20437e-05	-0.264034	-0.263952
35.69	7.59007e-05	-0.255942	-0.255866
35.78	7.01886e-05	-0.248041	-0.24797
35.87	6.48829e-05	-0.240327	-0.240263
35.96	5.99606e-05	-0.232799	-0.232739
36.05	5.53996e-05	-0.225452	-0.225397
36.14	5.1162e-05	-0.218283	-0.218232
36.23	4.72156e-05	-0.211289	-0.211241
36.32	4.35442e-05	-0.204465	-0.204422
36.41	4.01323e-05	-0.19781	-0.19777
36.5	3.69649e-05	-0.191321	-0.191284
36.59	3.40279e-05	-0.184995	-0.184961
36.68	3.1308e-05	-0.178829	-0.178798
36.77	2.87924e-05	-0.172822	-0.172793
36.86	2.64689e-05	-0.166969	-0.166942
36.95	2.43261e-05	-0.161268	-0.161244
37.04	2.2353e-05	-0.155717	-0.155695
37.13	2.05315e-05	-0.150312	-0.150292
37.22	1.88427e-05	-0.145051	-0.145032
37.31	1.72787e-05	-0.139931	-0.139913
37.4	1.58323e-05	-0.134948	-0.134933
37.49	1.44962e-05	-0.130102	-0.130088
37.58	1.32639e-05	-0.12539	-0.125376
37.67	1.21291e-05	-0.120808	-0.120796
37.76	1.10857e-05	-0.116356	-0.116345
37.85	1.0128e-05	-0.11203	-0.11202
37.94	9.25065e-06	-0.107828	-0.107819
38.03	8.4486e-06	-0.103749	-0.10374
38.12	7.71385e-06	-0.099788	-0.0997803
38.21	7.03585e-06	-0.0959438	-0.0959367
38.3	6.41109e-06	-0.0922137	-0.0922073
38.39	5.8363e-06	-0.0885957	-0.0885898
38.48	5.30833e-06	-0.0850875	-0.0850822
38.57	4.82424e-06	-0.0816871	-0.0816823
38.66	4.38122e-06	-0.0783924	-0.078388
38.75	3.97663e-06	-0.0752012	-0.0751972
38.84	3.60797e-06	-0.0721114	-0.0721078
38.93	3.27288e-06	-0.069121	-0.0691177
39.02	2.96915e-06	-0.0662279	-0.0662249
39.11	2.6936e-06	-0.0634297	-0.0634271
39.2	2.44059e-06	-0.060724	-0.0607216
39.29	2.2087e-06	-0.0581087	-0.0581064
39.38	1.99655e-06	-0.0555818	-0.0555798
39.47	1.80287e-06	-0.0531415	-0.0531396
39.56	1.62644e-06	-0.0507857	-0.0507841
39.65	1.46611e-06	-0.0485126	-0.0485112
39.74	1.3208e-06	-0.0463203	-0.046319
39.83	1.1895e-06	-0.0442068	-0.0442056
39.92	1.07126e-06	-0.0421702	-0.0421692
40.01	9.65169e-07	-0.0402087	-0.0402078
40.1	8.70126e-07	-0.0383204	-0.0383195
40.19	7.83282e-07	-0.0365027	-0.0365019
40.28	7.04095e-07	-0.034754	-0.0347533
40.37	6.32056e-07	-0.0330725	-0.0330719
40.46	5.66684e-07	-0.0314564	-0.0314559
40.55	5.07526e-07	-0.029904	-0.0299035
40.64	4.54156e-07	-0.0284136	-0.0284131
40.73	4.06174e-07	-0.0269834	-0.026983
40.82	3.63202e-07	-0.0256118	-0.0256114
40.91	3.24889e-07	-0.024297	-0.0242967
41	2.90902e-07	-0.0230374	-0.0230371
41.09	2.6093e-07	-0.0218314	-0.0218311
41.18	2.33645e-07	-0.0206768	-0.0206766
41.27	2.08863e-07	-0.0195721	-0.0195719
41.36	1.86417e-07	-0.0185158	-0.0185156
41.45	1.66143e-07	-0.0175063	-0.0175061
41.54	1.47893e-07	-0.0165422	-0.016542
41.63	1.31524e-07	-0.0156219	-0.0156218
41.72	1.16903e-07	-0.014744	-0.0147439
41.81	1.03904e-07	-0.0139071	-0.013907
41.9	9.24125e-08	-0.0131098	-0.0131097
41.99	8.23173e-08	-0.0123506	-0.0123505
42.08	7.35162e-08	-0.0116282	-0.0116282
42.17	6.55678e-08	-0.010941	-0.010941
42.26	5.83698e-08	-0.0102876	-0.0102876
42.35	5.18702e-08	-0.00966681	-0.00966676
42.44	4.60205e-08	-0.00907734	-0.0090773
42.53	4.0775e-08	-0.00851802	-0.00851798
42.62	3.60906e-08	-0.00798769	-0.00798765
42.71	3.19272e-08	-0.00748518	-0.00748515
42.8	2.8247e-08	-0.00700938	-0.00700935
42.89	2.50147e-08	-0.00655919	-0.00655917
42.98	2.21974e-08	-0.00613356	-0.00613353
43.07	1.97641e-08	-0.00573143	-0.00573141
43.16	1.75868e-08	-0.00535157	-0.00535155
43.25	1.56187e-08	-0.00499296	-0.00499294
43.34	1.38455e-08	-0.00465467	-0.00465466
43.43	1.22533e-08	-0.0043358	-0.00433578
43.52	1.08295e-08	-0.00403547	-0.00403546
43.61	9.56193e-09	-0.00375283	-0.00375282
43.7	8.43936e-09	-0.00348705	-0.00348705
43.79	7.45124e-09	-0.00323735	-0.00323734
43.88	6.58767e-09	-0.00300295	-0.00300294
43.97	5.83942e-09	-0.00278309	-0.00278308
44.06	5.19787e-09	-0.00257707	-0.00257706
44.15	4.62904e-09	-0.00238403	-0.00238402
44.24	4.11473e-09	-0.00220325	-0.00220324
44.33	3.65118e-09	-0.0020341	-0.0020341
44.42	3.23485e-09	-0.00187598	-0.00187598
44.51	2.86241e-09	-0.00172832	-0.00172832
44.6	2.53074e-09	-0.00159056	-0.00159056
44.69	2.23691e-09	-0.00146216	-0.00146216
44.78	1.97818e-09	-0.00134262	-0.00134261
44.87	1.75198e-09	-0.00123143	-0.00123143
44.96	1.55591e-09	-0.00112814	-0.00112814
45.05	1.38771e-09	-0.00103228	-0.00103228
45.14	1.23909e-09	-0.000943344	-0.000943343
45.23	1.10364e-09	-0.00086084	-0.000860839
45.32	9.80485e-10	-0.000784395	-0.000784394
45.41	8.6879e-10	-0.000713652	-0.000713651
45.5	7.67764e-10	-0.000648268	-0.000648267
45.59	6.76665e-10	-0.000587918	-0.000587918
45.68	5.94793e-10	-0.000532293	-0.000532292
45.77	5.21494e-10	-0.000481097	-0.000481096
45.86	4.5615e-10	-0.00043405	-0.00043405
45.95	3.98183e-10	-0.000390889	-0.000390888
46.04	3.47051e-10	-0.000351359	-0.000351359
46.13	3.01665e-10	-0.000315165	-0.000315165
46.22	2.60875e-10	-0.00028201	-0.00028201
46.31	2.24347e-10	-0.000251695	-0.000251695
46.4	1.91771e-10	-0.000224029	-0.000224029
46.49	1.62852e-10	-0.000198834	-0.000198834
46.58	1.37317e-10	-0.00017594	-0.00017594
46.67	1.14911e-10	-0.000155188	-0.000155188
46.76	9.53934e-11	-0.000136428	-0.000136428
46.85	7.85416e-11	-0.000119518	-0.000119518
46.94	6.41474e-11	-0.000104326	-0.000104325
47.03	5.20165e-11	-9.07256e-05	-9.07256e-05
47.12	4.1787e-11	-7.85665e-05	-7.85665e-05
47.21	3.29435e-11	-6.76723e-05	-6.76723e-05
47.3	2.53767e-11	-5.79497e-05	-5.79497e-05
47.39	1.8985e-11	-4.93114e-05	-4.93114e-05
47.48	1.36737e-11	-4.16757e-05	-4.16756e-05
47.57	9.35518e-12	-3.49659e-05	-3.49659e-05
47.66	5.9478e-12	-2.91108e-05	-2.91108e-05
47.75	3.37597e-12	-2.40435e-05	-2.40435e-05
47.84	1.56963e-12	-1.9702e-05	-1.9702e-05
47.93	4.64184e-13	-1.60283e-05	-1.60283e-05
48.02	-2.22045e-16	-1.29685e-05	-1.29685e-05
48.11	-2.22045e-16	-1.04328e-05	-1.04328e-05
48.2	-2.22045e-16	-8.23941e-06	-8.23941e-06
48.29	-2.22045e-16	-6.36115e-06	-6.36115e-06
48.38	-2.22045e-16	-4.77282e-06	-4.77282e-06
48.47	-2.22045e-16	-3.45097e-06	-3.45097e-06
48.56	-2.22045e-16	-2.37381e-06	-2.37381e-06
48.65	-2.22045e-16	-1.52109e-06	-1.52109e-06
48.74	-2.22045e-16	-8.74076e-07	-8.74076e-07
48.83	-2.22045e-16	-4.15399e-07	-4.15399e-07
48.92	-2.22045e-16	-1.2899e-07	-1.2899e-07
49.01	-2.22045e-16	0	-2.22045e-16
49.1	-2.22045e-16	0	-2.22045e-16
49.19	-2.22045e-16	0	-2.22045e-16
49.28	-2.22045e-16	0	-2.22045e-16
49.37	-2.22045e-16	0	-2.22045e-16
49.46	-2.22045e-16	0	-2.22045e-16
49.55	-2.22045e-16	0	-2.22045e-16
49.64	-2.22045e-16	0	-2.22045e-16
49.73	-2.22045e-16	0	-2.22045e-16
49.82	-2.22045e-16	0	-2.22045e-16
49.91	-2.22045e-16	0	-2.22045e-16
50	-2.22045e-16	0	-2.22045e-16
50.09	-2.22045e-16	0	-2.22045e-16
50.18	-2.22045e-16	0	-2.22045e-16
50.27	-2.22045e-16	0	-2.22045e-16
50.36	-2.22045e-16	0	-2.22045e-16
50.45	-2.22045e-16	0	-2.22045e-16
50.54	-2.22045e-16	0	-2.22045e-16
50.63	-2.22045e-16	0	-2.22045e-16
50.72	-2.22045e-16	0	-2.22045e-16
50.81	-2.22045e-16	0	-2.22045e-16
50.9	-2.22045e-16	0	-2.22045e-16
50.99	-2.22045e-16	0	-2.22045e-16
51.08	-2.22045e-16	0	-2.22045e-16
51.17	-2.22045e-16	0	-2.22045e-16
51.26	-2.22045e-16	0	-2.22045e-16
51.35	-2.22045e-16	0	-2.22045e-16
51.44	-2.22045e-16	0	-2.22045e-16
51.53	-2.22045e-16	0	-2.22045e-16
51.62	-2.22045e-16	0	-2.22045e-16
51.71	-2.22045e-16	0	-2.22045e-16
51.8	-2.22045e-16	0	-2.22045e-16
51.89	-2.22045e-16	0	-2.22045e-16
51.98	-2.22045e-16	0	-2.22045e-16
52.07	-2.22045e-16	0	-2.22045e-16
52.16	-2.22045e-16	0	-2.22045e-16
52.25	-2.22045e-16	0	-2.22045e-16
52.34	-2.22045e-16	0	-2.22045e-16
52.43	-2.22045e-16	0	-2.22045e-16
52.52	-2.22045e-16	0	-2.22045e-16
52.61	-2.22045e-16	0	-2.22045e-16
52.7	-2.22045e-16	0	-2.22045e-16
52.79	-2.22045e-16	0	-2.22045e-16
52.88	-2.22045e-16	0	-2.22045e-16
52.97	-2.22045e-16	0	-2.22045e-16
53.06	-2.22045e-16	0	-2.22045e-16
53.15	-2.22045e-16	0	-2.22045e-16
53.24	-2.22045e-16	0	-2.22045e-16
53.33	-2.22045e-16	0	-2.22045e-16
53.42	-2.22045e-16	0	-2.22045e-16
53.51	-2.22045e-16	0	-2.22045e-16
53.6	-2.22045e-16	0	-2.22045e-16
53.69	-2.22045e-16	0	-2.22045e-16
53.78	-2.22045e-16	0	-2.22045e-16
53.87	-2.22045e-16	0	-2.22045e-16
53.96	-2.22045e-16	0	-2.22045e-16
54.05	-2.22045e-16	0	-2.22045e-16
54.14	-2.22045e-16	0	-2.22045e-16
54.23	-2.22045e-16	0	-2.22045e-16
54.32	-2.22045e-16	0	-2.22045e-16
54.41	-2.22045e-16	0	-2.22045e-16
54.5	-2.22045e-16	0	-2.22045e-16
54.59	-2.22045e-16	0	-2.22045e-16
54.68	-2.22045e-16	0	-2.22045e-16
54.77	-2.22045e-16	0	-2.22045e-16
54.86	-2.22045e-16	0	-2.22045e-16
54.95	-2.22045e-16	0	-2.22045e-16
55.04	-2.22045e-16	0	-2.22045e-16
55.13	-2.22045e-16	0	-2.22045e-16
55.22	-2.22045e-16	0	-2.22045e-16
55.31	-2.22045e-16	0	-2.22045e-16
55.4	-2.22045e-16	0	-2.22045e-16
55.49	-2.22045e-16	0	-2.22045e-16
55.58	-2.22045e-16	0	-2.22045e-16
55.67	-2.22045e-16	0	-2.22045e-16
55.76	-2.22045e-16	0	-2.22045e-16
55.85	-2.22045e-16	0	-2.22045e-16
55.94	-2.22045e-16	0	-2.22045e-16
56.03	-2.22045e-16	0	-2.22045e-16
56.12	-2.22045e-16	0	-2.22045e-16
56.21	-2.22045e-16	0	-2.22045e-16
56.3	-2.22045e-16	0	-2.22045e-16
56.39	-2.22045e-16	0	-2.22045e-16
56.48	-2.22045e-16	0	-2.22045e-16
56.57	-2.22045e-16	0	-2.22045e-16
56.66	-2.22045e-16	0	-2.22045e-16
56.75	-2.22045e-16	0	-2.22045e-16
56.84	-2.22045e-16	0	-2.22045e-16
56.93	-2.22045e-16	0	-2.22045e-16
57.02	-2.22045e-16	0	-2.22045e-16
57.11	-2.22045e-16	0	-2.22045e-16
57.2	-2.22045e-16	0	-2.22045e-16
57.29	-2.22045e-16	0	-2.22045e-16
57.38	-2.22045e-16	0	-2.22045e-16
57.47	-2.22045e-16	0	-2.22045e-16
57.56	-2.22045e-16	0	-2.22045e-16
57.65	-2.22045e-16	0	-2.22045e-16
57.74	-2.22045e-16	0	-2.22045e-16
57.83	-2.22045e-16	0	-2.22045e-16
57.92	-2.22045e-16	0	-2.22045e-16
58.01	-2.22045e-16	0	-2.22045e-16
58.1	-2.22045e-16	0	-2.22045e-16
58.19	-2.22045e-16	0	-2.22045e-16
58.28	-2.22045e-16	0	-2.22045e-16
58.37	-2.22045e-16	0	-2.22045e-16
58.46	-2.22045e-16	0	-2.22045e-16
58.55	-2.22045e-16	0	-2.22045e-16
58.64	-2.22045e-16	0	-2.22045e-16
58.73	-2.22045e-16	0	-2.22045e-16
58.82	-2.22045e-16	0	-2.22045e-16
58.91	-2.22045e-16	0	-2.22045e-16
59	-2.22045e-16	0	-2.22045e-16
59.09	-2.22045e-16	0	-2.22045e-16
59.18	-2.22045e-16	0	-2.22045e-16
59.27	-2.22045e-16	0	-2.22045e-16
