# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
37.4	1.58323e-05	-0.0601762	-0.0601604
37.49	1.44962e-05	-0.058047	-0.0580325
37.58	1.32639e-05	-0.0559749	-0.0559616
37.67	1.21291e-05	-0.0539589	-0.0539468
37.76	1.10857e-05	-0.0519982	-0.0519871
37.85	1.0128e-05	-0.0500917	-0.0500815
37.94	9.25065e-06	-0.0482385	-0.0482292
38.03	8.4486e-06	-0.0464377	-0.0464293
38.12	7.71385e-06	-0.0446883	-0.0446806
38.21	7.03585e-06	-0.0429891	-0.0429821
38.3	6.41109e-06	-0.0413392	-0.0413328
38.39	5.8363e-06	-0.0397378	-0.039732
38.48	5.30833e-06	-0.038184	-0.0381786
38.57	4.82424e-06	-0.0366768	-0.036672
38.66	4.38122e-06	-0.0352155	-0.0352111
38.75	3.97663e-06	-0.0337991	-0.0337951
38.84	3.60797e-06	-0.0324267	-0.0324231
38.93	3.27288e-06	-0.0310976	-0.0310944
39.02	2.96915e-06	-0.0298109	-0.0298079
39.11	2.6936e-06	-0.0285655	-0.0285628
39.2	2.44059e-06	-0.0273605	-0.0273581
39.29	2.2087e-06	-0.0261951	-0.0261929
39.38	1.99655e-06	-0.0250683	-0.0250663
39.47	1.80287e-06	-0.0239795	-0.0239777
39.56	1.62644e-06	-0.0229277	-0.0229261
39.65	1.46611e-06	-0.0219122	-0.0219107
39.74	1.3208e-06	-0.0209321	-0.0209308
39.83	1.1895e-06	-0.0199867	-0.0199855
39.92	1.07126e-06	-0.0190751	-0.019074
40.01	9.65169e-07	-0.0181966	-0.0181956
40.1	8.70126e-07	-0.0173502	-0.0173494
40.19	7.83282e-07	-0.0165351	-0.0165343
40.28	7.04095e-07	-0.0157504	-0.0157497
40.37	6.32056e-07	-0.0149955	-0.0149949
40.46	5.66684e-07	-0.0142695	-0.0142689
40.55	5.07526e-07	-0.0135717	-0.0135711
40.64	4.54156e-07	-0.0129013	-0.0129008
40.73	4.06174e-07	-0.0122576	-0.0122572
40.82	3.63202e-07	-0.0116399	-0.0116396
40.91	3.24889e-07	-0.0110475	-0.0110472
41	2.90902e-07	-0.0104796	-0.0104793
41.09	2.6093e-07	-0.00993551	-0.00993525
41.18	2.33645e-07	-0.00941435	-0.00941411
41.27	2.08863e-07	-0.00891543	-0.00891522
41.36	1.86417e-07	-0.00843808	-0.0084379
41.45	1.66143e-07	-0.00798165	-0.00798148
41.54	1.47893e-07	-0.00754547	-0.00754532
41.63	1.31524e-07	-0.0071289	-0.00712877
41.72	1.16903e-07	-0.0067313	-0.00673118
41.81	1.03904e-07	-0.00635203	-0.00635193
41.9	9.24125e-08	-0.00599049	-0.0059904
41.99	8.23173e-08	-0.00564606	-0.00564598
42.08	7.35162e-08	-0.00531814	-0.00531807
42.17	6.55678e-08	-0.00500601	-0.00500594
42.26	5.83698e-08	-0.00470908	-0.00470902
42.35	5.18702e-08	-0.00442681	-0.00442676
42.44	4.60205e-08	-0.00415866	-0.00415861
42.53	4.0775e-08	-0.00390408	-0.00390404
42.62	3.60906e-08	-0.00366257	-0.00366254
42.71	3.19272e-08	-0.00343361	-0.00343358
42.8	2.8247e-08	-0.0032167	-0.00321667
42.89	2.50147e-08	-0.00301136	-0.00301133
42.98	2.21974e-08	-0.00281711	-0.00281709
43.07	1.97641e-08	-0.00263349	-0.00263347
43.16	1.75868e-08	-0.00245995	-0.00245994
43.25	1.56187e-08	-0.00229604	-0.00229603
43.34	1.38455e-08	-0.00214135	-0.00214133
43.43	1.22533e-08	-0.00199546	-0.00199545
43.52	1.08295e-08	-0.00185799	-0.00185798
43.61	9.56193e-09	-0.00172855	-0.00172854
43.7	8.43936e-09	-0.00160677	-0.00160676
43.79	7.45124e-09	-0.0014923	-0.00149229
43.88	6.58767e-09	-0.00138479	-0.00138478
43.97	5.83942e-09	-0.0012839	-0.0012839
44.06	5.19787e-09	-0.00118931	-0.00118931
44.15	4.62904e-09	-0.00110065	-0.00110064
44.24	4.11473e-09	-0.00101757	-0.00101757
44.33	3.65118e-09	-0.000939809	-0.000939805
44.42	3.23485e-09	-0.000867084	-0.000867081
44.51	2.86241e-09	-0.000799137	-0.000799134
44.6	2.53074e-09	-0.000735715	-0.000735713
44.69	2.23691e-09	-0.000676578	-0.000676575
44.78	1.97818e-09	-0.000621492	-0.00062149
44.87	1.75198e-09	-0.000570234	-0.000570233
44.96	1.55591e-09	-0.000522593	-0.000522591
45.05	1.38771e-09	-0.000478362	-0.000478361
45.14	1.23909e-09	-0.000437304	-0.000437302
45.23	1.10364e-09	-0.0003992	-0.000399199
45.32	9.80485e-10	-0.000363881	-0.00036388
45.41	8.6879e-10	-0.000331182	-0.000331181
45.5	7.67764e-10	-0.000300947	-0.000300946
45.59	6.76665e-10	-0.000273028	-0.000273027
45.68	5.94793e-10	-0.000247283	-0.000247282
45.77	5.21494e-10	-0.000223578	-0.000223577
45.86	4.5615e-10	-0.000201785	-0.000201784
45.95	3.98183e-10	-0.000181782	-0.000181781
46.04	3.47051e-10	-0.000163455	-0.000163454
46.13	3.01665e-10	-0.000146666	-0.000146666
46.22	2.60875e-10	-0.000131282	-0.000131281
46.31	2.24347e-10	-0.000117209	-0.000117209
46.4	1.91771e-10	-0.000104361	-0.000104361
46.49	1.62852e-10	-9.26561e-05	-9.26559e-05
46.58	1.37317e-10	-8.20155e-05	-8.20153e-05
46.67	1.14911e-10	-7.23663e-05	-7.23661e-05
46.76	9.53934e-11	-6.36394e-05	-6.36393e-05
46.85	7.85416e-11	-5.57699e-05	-5.57698e-05
46.94	6.41474e-11	-4.86966e-05	-4.86966e-05
47.03	5.20165e-11	-4.23621e-05	-4.23621e-05
47.12	4.1787e-11	-3.66964e-05	-3.66963e-05
47.21	3.29435e-11	-3.1618e-05	-3.1618e-05
47.3	2.53767e-11	-2.7084e-05	-2.70839e-05
47.39	1.8985e-11	-2.30539e-05	-2.30539e-05
47.48	1.36737e-11	-1.94901e-05	-1.94901e-05
47.57	9.35518e-12	-1.63571e-05	-1.63571e-05
47.66	5.9478e-12	-1.3622e-05	-1.3622e-05
47.75	3.37597e-12	-1.12539e-05	-1.12539e-05
47.84	1.56963e-12	-9.22416e-06	-9.22416e-06
47.93	4.64184e-13	-7.50589e-06	-7.50589e-06
48.02	-2.22045e-16	-6.07421e-06	-6.07421e-06
48.11	-2.22045e-16	-4.88736e-06	-4.88736e-06
48.2	-2.22045e-16	-3.86049e-06	-3.86049e-06
48.29	-2.22045e-16	-2.98097e-06	-2.98097e-06
48.38	-2.22045e-16	-2.23704e-06	-2.23704e-06
48.47	-2.22045e-16	-1.61778e-06	-1.61778e-06
48.56	-2.22045e-16	-1.11302e-06	-1.11302e-06
48.65	-2.22045e-16	-7.13334e-07	-7.13334e-07
48.74	-2.22045e-16	-4.09987e-07	-4.09987e-07
48.83	-2.22045e-16	-1.94881e-07	-1.94881e-07
48.92	-2.22045e-16	-6.0527e-08	-6.0527e-08
49.01	-2.22045e-16	0	-2.22045e-16
49.1	-2.22045e-16	0	-2.22045e-16
49.19	-2.22045e-16	0	-2.22045e-16
49.28	-2.22045e-16	0	-2.22045e-16
49.37	-2.22045e-16	0	-2.22045e-16
49.46	-2.22045e-16	0	-2.22045e-16
49.55	-2.22045e-16	0	-2.22045e-16
49.64	-2.22045e-16	0	-2.22045e-16
49.73	-2.22045e-16	0	-2.22045e-16
49.82	-2.22045e-16	0	-2.22045e-16
49.91	-2.22045e-16	0	-2.22045e-16
50	-2.22045e-16	0	-2.22045e-16
50.09	-2.22045e-16	0	-2.22045e-16
50.18	-2.22045e-16	0	-2.22045e-16
50.27	-2.22045e-16	0	-2.22045e-16
50.36	-2.22045e-16	0	-2.22045e-16
50.45	-2.22045e-16	0	-2.22045e-16
50.54	-2.22045e-16	0	-2.22045e-16
50.63	-2.22045e-16	0	-2.22045e-16
50.72	-2.22045e-16	0	-2.22045e-16
50.81	-2.22045e-16	0	-2.22045e-16
50.9	-2.22045e-16	0	-2.22045e-16
50.99	-2.22045e-16	0	-2.22045e-16
51.08	-2.22045e-16	0	-2.22045e-16
51.17	-2.22045e-16	0	-2.22045e-16
51.26	-2.22045e-16	0	-2.22045e-16
51.35	-2.22045e-16	0	-2.22045e-16
51.44	-2.22045e-16	0	-2.22045e-16
51.53	-2.22045e-16	0	-2.22045e-16
51.62	-2.22045e-16	0	-2.22045e-16
51.71	-2.22045e-16	0	-2.22045e-16
51.8	-2.22045e-16	0	-2.22045e-16
51.89	-2.22045e-16	0	-2.22045e-16
51.98	-2.22045e-16	0	-2.22045e-16
52.07	-2.22045e-16	0	-2.22045e-16
52.16	-2.22045e-16	0	-2.22045e-16
52.25	-2.22045e-16	0	-2.22045e-16
52.34	-2.22045e-16	0	-2.22045e-16
52.43	-2.22045e-16	0	-2.22045e-16
52.52	-2.22045e-16	0	-2.22045e-16
52.61	-2.22045e-16	0	-2.22045e-16
52.7	-2.22045e-16	0	-2.22045e-16
52.79	-2.22045e-16	0	-2.22045e-16
52.88	-2.22045e-16	0	-2.22045e-16
52.97	-2.22045e-16	0	-2.22045e-16
53.06	-2.22045e-16	0	-2.22045e-16
53.15	-2.22045e-16	0	-2.22045e-16
53.24	-2.22045e-16	0	-2.22045e-16
53.33	-2.22045e-16	0	-2.22045e-16
53.42	-2.22045e-16	0	-2.22045e-16
53.51	-2.22045e-16	0	-2.22045e-16
53.6	-2.22045e-16	0	-2.22045e-16
53.69	-2.22045e-16	0	-2.22045e-16
53.78	-2.22045e-16	0	-2.22045e-16
53.87	-2.22045e-16	0	-2.22045e-16
53.96	-2.22045e-16	0	-2.22045e-16
54.05	-2.22045e-16	0	-2.22045e-16
54.14	-2.22045e-16	0	-2.22045e-16
54.23	-2.22045e-16	0	-2.22045e-16
54.32	-2.22045e-16	0	-2.22045e-16
54.41	-2.22045e-16	0	-2.22045e-16
54.5	-2.22045e-16	0	-2.22045e-16
54.59	-2.22045e-16	0	-2.22045e-16
54.68	-2.22045e-16	0	-2.22045e-16
54.77	-2.22045e-16	0	-2.22045e-16
54.86	-2.22045e-16	0	-2.22045e-16
54.95	-2.22045e-16	0	-2.22045e-16
55.04	-2.22045e-16	0	-2.22045e-16
55.13	-2.22045e-16	0	-2.22045e-16
55.22	-2.22045e-16	0	-2.22045e-16
55.31	-2.22045e-16	0	-2.22045e-16
55.4	-2.22045e-16	0	-2.22045e-16
55.49	-2.22045e-16	0	-2.22045e-16
55.58	-2.22045e-16	0	-2.22045e-16
55.67	-2.22045e-16	0	-2.22045e-16
55.76	-2.22045e-16	0	-2.22045e-16
55.85	-2.22045e-16	0	-2.22045e-16
55.94	-2.22045e-16	0	-2.22045e-16
56.03	-2.22045e-16	0	-2.22045e-16
56.12	-2.22045e-16	0	-2.22045e-16
56.21	-2.22045e-16	0	-2.22045e-16
56.3	-2.22045e-16	0	-2.22045e-16
56.39	-2.22045e-16	0	-2.22045e-16
56.48	-2.22045e-16	0	-2.22045e-16
56.57	-2.22045e-16	0	-2.22045e-16
56.66	-2.22045e-16	0	-2.22045e-16
56.75	-2.22045e-16	0	-2.22045e-16
56.84	-2.22045e-16	0	-2.22045e-16
56.93	-2.22045e-16	0	-2.22045e-16
57.02	-2.22045e-16	0	-2.22045e-16
57.11	-2.22045e-16	0	-2.22045e-16
57.2	-2.22045e-16	0	-2.22045e-16
57.29	-2.22045e-16	0	-2.22045e-16
57.38	-2.22045e-16	0	-2.22045e-16
57.47	-2.22045e-16	0	-2.22045e-16
57.56	-2.22045e-16	0	-2.22045e-16
57.65	-2.22045e-16	0	-2.22045e-16
57.74	-2.22045e-16	0	-2.22045e-16
57.83	-2.22045e-16	0	-2.22045e-16
57.92	-2.22045e-16	0	-2.22045e-16
58.01	-2.22045e-16	0	-2.22045e-16
58.1	-2.22045e-16	0	-2.22045e-16
58.19	-2.22045e-16	0	-2.22045e-16
58.28	-2.22045e-16	0	-2.22045e-16
58.37	-2.22045e-16	0	-2.22045e-16
58.46	-2.22045e-16	0	-2.22045e-16
58.55	-2.22045e-16	0	-2.22045e-16
58.64	-2.22045e-16	0	-2.22045e-16
58.73	-2.22045e-16	0	-2.22045e-16
58.82	-2.22045e-16	0	-2.22045e-16
58.91	-2.22045e-16	0	-2.22045e-16
59	-2.22045e-16	0	-2.22045e-16
59.09	-2.22045e-16	0	-2.22045e-16
