# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
9.14	4.8682	-11.1464	-6.27816
9.23	4.79729	-11.1164	-6.31916
9.32	4.72723	-11.0867	-6.35945
9.41	4.658	-11.057	-6.39905
9.5	4.58957	-11.0275	-6.43795
9.59	4.52194	-10.9981	-6.47615
9.68	4.45507	-10.9687	-6.51366
9.77	4.38897	-10.9394	-6.55047
9.86	4.32361	-10.9102	-6.5866
9.95	4.25897	-10.881	-6.62204
10.04	4.19507	-10.8519	-6.65679
10.13	4.13192	-10.8228	-6.69085
10.22	4.06949	-10.7937	-6.72423
10.31	4.00777	-10.7647	-6.75693
10.4	3.94676	-10.7357	-6.78895
10.49	3.88645	-10.7067	-6.82029
10.58	3.82681	-10.6778	-6.85095
10.67	3.76785	-10.6488	-6.88094
10.76	3.70955	-10.6198	-6.91025
10.85	3.6519	-10.5908	-6.93889
10.94	3.59489	-10.5618	-6.96686
11.03	3.53853	-10.5327	-6.99415
11.12	3.48282	-10.5036	-7.02078
11.21	3.42774	-10.4745	-7.04674
11.3	3.37329	-10.4453	-7.07203
11.39	3.31946	-10.4161	-7.09666
11.48	3.26625	-10.3869	-7.12062
11.57	3.21365	-10.3576	-7.14392
11.66	3.16165	-10.3282	-7.16656
11.75	3.11025	-10.2988	-7.18855
11.84	3.05943	-10.2693	-7.20987
11.93	3.0092	-10.2397	-7.23053
12.02	2.95956	-10.2101	-7.25055
12.11	2.91049	-10.1804	-7.2699
12.2	2.862	-10.1506	-7.28861
12.29	2.81408	-10.1207	-7.30666
12.38	2.76672	-10.0908	-7.32406
12.47	2.71993	-10.0607	-7.34082
12.56	2.67369	-10.0306	-7.35692
12.65	2.628	-10.0004	-7.37238
12.74	2.58286	-9.97006	-7.3872
12.83	2.53826	-9.93964	-7.40138
12.92	2.4942	-9.90911	-7.41491
13.01	2.45068	-9.87848	-7.4278
13.1	2.40768	-9.84774	-7.44006
13.19	2.36522	-9.8169	-7.45167
13.28	2.32328	-9.78594	-7.46266
13.37	2.28187	-9.75488	-7.47301
13.46	2.24097	-9.72369	-7.48272
13.55	2.20059	-9.6924	-7.49181
13.64	2.16071	-9.66098	-7.50027
13.73	2.12135	-9.62944	-7.5081
13.82	2.08248	-9.59778	-7.5153
13.91	2.04412	-9.566	-7.52188
14	2.00625	-9.53408	-7.52784
14.09	1.96887	-9.50204	-7.53317
14.18	1.93199	-9.46987	-7.53789
14.27	1.89559	-9.43757	-7.54199
14.36	1.85967	-9.40514	-7.54547
14.45	1.82424	-9.37257	-7.54834
14.54	1.78928	-9.33987	-7.55059
14.63	1.75479	-9.30703	-7.55224
14.72	1.72078	-9.27405	-7.55327
14.81	1.68723	-9.24093	-7.5537
14.9	1.65414	-9.20767	-7.55353
14.99	1.62152	-9.17426	-7.55275
15.08	1.58935	-9.14071	-7.55136
15.17	1.55763	-9.10702	-7.54938
15.26	1.52637	-9.07317	-7.5468
15.35	1.49555	-9.03918	-7.54363
15.44	1.46518	-9.00504	-7.53986
15.53	1.43525	-8.97075	-7.5355
15.62	1.40575	-8.9363	-7.53055
15.71	1.37669	-8.9017	-7.52501
15.8	1.34806	-8.86694	-7.51888
15.89	1.31986	-8.83203	-7.51217
15.98	1.29208	-8.79696	-7.50488
16.07	1.26472	-8.76174	-7.49701
16.16	1.23779	-8.72635	-7.48856
16.25	1.21126	-8.6908	-7.47954
16.34	1.18515	-8.65509	-7.46994
16.43	1.15944	-8.61922	-7.45977
16.52	1.13414	-8.58318	-7.44904
16.61	1.10924	-8.54698	-7.43773
16.7	1.08474	-8.51061	-7.42587
16.79	1.06064	-8.47407	-7.41344
16.88	1.03692	-8.43737	-7.40045
16.97	1.01359	-8.40049	-7.3869
17.06	0.990651	-8.36345	-7.3728
17.15	0.968089	-8.32623	-7.35815
17.24	0.945906	-8.28885	-7.34294
17.33	0.924096	-8.25129	-7.32719
17.42	0.902657	-8.21355	-7.3109
17.51	0.881586	-8.17564	-7.29406
17.6	0.860879	-8.13756	-7.27668
17.69	0.840533	-8.0993	-7.25877
17.78	0.820544	-8.06086	-7.24032
17.87	0.800908	-8.02224	-7.22134
17.96	0.781622	-7.98345	-7.20183
18.05	0.762683	-7.94447	-7.18179
18.14	0.744088	-7.90532	-7.16123
18.23	0.725832	-7.86598	-7.14015
18.32	0.707912	-7.82647	-7.11856
18.41	0.690325	-7.78677	-7.09644
18.5	0.673066	-7.74689	-7.07382
18.59	0.656134	-7.70682	-7.05069
18.68	0.639523	-7.66657	-7.02705
18.77	0.623231	-7.62614	-7.00291
18.86	0.607254	-7.58552	-6.97827
18.95	0.591588	-7.54472	-6.95313
19.04	0.57623	-7.50373	-6.9275
19.13	0.561175	-7.46255	-6.90138
19.22	0.546422	-7.42119	-6.87477
19.31	0.531965	-7.37964	-6.84767
19.4	0.517802	-7.3379	-6.8201
19.49	0.503928	-7.29597	-6.79204
19.58	0.49034	-7.25385	-6.76351
19.67	0.477035	-7.21155	-6.73451
19.76	0.464009	-7.16905	-6.70504
19.85	0.451258	-7.12636	-6.6751
19.94	0.438779	-7.08348	-6.6447
20.03	0.426568	-7.04041	-6.61384
20.12	0.414622	-6.99714	-6.58252
20.21	0.402936	-6.95368	-6.55074
20.3	0.391507	-6.91002	-6.51852
20.39	0.380332	-6.86618	-6.48584
20.48	0.369407	-6.82213	-6.45273
20.57	0.358729	-6.7779	-6.41917
20.66	0.348293	-6.73346	-6.38517
20.75	0.338097	-6.68883	-6.35073
20.84	0.328136	-6.64399	-6.31585
20.93	0.318408	-6.59895	-6.28054
21.02	0.308908	-6.5537	-6.2448
21.11	0.299633	-6.50825	-6.20862
21.2	0.290579	-6.4626	-6.17203
21.29	0.281743	-6.41676	-6.13501
21.38	0.273122	-6.37071	-6.09759
21.47	0.264712	-6.32447	-6.05976
21.56	0.256509	-6.27802	-6.02151
21.65	0.24851	-6.23137	-5.98286
21.74	0.240711	-6.18451	-5.9438
21.83	0.23311	-6.13744	-5.90433
21.92	0.225702	-6.09016	-5.86445
22.01	0.218484	-6.04266	-5.82417
22.1	0.211454	-5.99494	-5.78349
22.19	0.204606	-5.94704	-5.74243
22.28	0.197939	-5.89895	-5.70101
22.37	0.191448	-5.85066	-5.65921
22.46	0.185131	-5.80218	-5.61705
22.55	0.178984	-5.75351	-5.57453
22.64	0.173004	-5.70464	-5.53164
22.73	0.167188	-5.65558	-5.48839
22.82	0.161532	-5.60632	-5.44479
22.91	0.156033	-5.55686	-5.40083
23	0.150688	-5.5072	-5.35651
23.09	0.145495	-5.45733	-5.31183
23.18	0.140449	-5.4073	-5.26685
23.27	0.135548	-5.35713	-5.22158
23.36	0.130789	-5.3068	-5.17601
23.45	0.126169	-5.25632	-5.13015
23.54	0.121684	-5.20569	-5.084
23.63	0.117332	-5.1549	-5.03757
23.72	0.11311	-5.10397	-4.99086
23.81	0.109015	-5.05289	-4.94388
23.9	0.105044	-5.00166	-4.89662
23.99	0.101194	-4.95029	-4.84909
24.08	0.0974632	-4.89876	-4.8013
24.17	0.0938478	-4.84715	-4.7533
24.26	0.0903453	-4.79546	-4.70511
24.35	0.0869531	-4.74369	-4.65674
24.44	0.0836684	-4.69185	-4.60818
24.53	0.0804888	-4.63994	-4.55945
24.62	0.0774116	-4.58796	-4.51055
24.71	0.0744343	-4.53593	-4.46149
24.8	0.0715544	-4.48383	-4.41228
24.89	0.0687695	-4.43168	-4.36291
24.98	0.0660773	-4.37948	-4.3134
25.07	0.0634753	-4.32723	-4.26376
25.16	0.0609609	-4.27499	-4.21403
25.25	0.0585316	-4.22278	-4.16425
25.34	0.0561854	-4.1706	-4.11441
25.43	0.0539199	-4.11845	-4.06453
25.52	0.0517329	-4.06635	-4.01462
25.61	0.0496224	-4.0143	-3.96467
25.7	0.0475862	-3.9623	-3.91471
25.79	0.0456224	-3.91036	-3.86474
25.88	0.0437288	-3.85849	-3.81477
25.97	0.0419035	-3.8067	-3.7648
26.06	0.0401446	-3.75499	-3.71485
26.15	0.0384498	-3.70341	-3.66496
26.24	0.0368171	-3.65197	-3.61516
26.33	0.0352447	-3.60069	-3.56545
26.42	0.0337307	-3.54957	-3.51584
26.51	0.0322735	-3.49862	-3.46635
26.6	0.0308714	-3.44785	-3.41698
26.69	0.0295227	-3.39726	-3.36774
26.78	0.0282257	-3.34687	-3.31864
26.87	0.0269788	-3.29668	-3.2697
26.96	0.0257806	-3.2467	-3.22092
27.05	0.0246295	-3.19694	-3.17231
27.14	0.0235237	-3.14742	-3.1239
27.23	0.0224614	-3.09818	-3.07571
27.32	0.0214414	-3.04921	-3.02777
27.41	0.0204622	-3.00052	-2.98006
27.5	0.0195226	-2.95213	-2.93261
27.59	0.0186211	-2.90404	-2.88542
27.68	0.0177566	-2.85626	-2.83851
27.77	0.0169278	-2.8088	-2.79187
27.86	0.0161335	-2.76166	-2.74553
27.95	0.0153726	-2.71486	-2.69949
28.04	0.0146438	-2.6684	-2.65376
28.13	0.013946	-2.6223	-2.60835
28.22	0.0132776	-2.57657	-2.56329
28.31	0.0126376	-2.53122	-2.51859
28.4	0.0120251	-2.48627	-2.47424
28.49	0.0114392	-2.4417	-2.43027
28.58	0.0108787	-2.39755	-2.38667
28.67	0.0103429	-2.3538	-2.34345
28.76	0.00983087	-2.31046	-2.30063
28.85	0.00934168	-2.26755	-2.25821
28.94	0.00887451	-2.22507	-2.2162
29.03	0.00842854	-2.18302	-2.1746
29.12	0.00800284	-2.14142	-2.13342
29.21	0.00759635	-2.10027	-2.09267
29.3	0.00720833	-2.05957	-2.05236
29.39	0.0068381	-2.01933	-2.0125
29.48	0.00648497	-1.97956	-1.97308
29.57	0.00614829	-1.94026	-1.93412
29.66	0.00582742	-1.90144	-1.89561
29.75	0.00552175	-1.86309	-1.85757
29.84	0.00523066	-1.82522	-1.81999
29.93	0.0049536	-1.78784	-1.78289
30.02	0.00468998	-1.75095	-1.74626
30.11	0.00443921	-1.71454	-1.7101
30.2	0.00420046	-1.67863	-1.67443
30.29	0.00397327	-1.64321	-1.63923
30.38	0.00375717	-1.60828	-1.60452
30.47	0.0035517	-1.57385	-1.57029
30.56	0.00335642	-1.53991	-1.53656
30.65	0.00317092	-1.50647	-1.5033
30.74	0.00299479	-1.47354	-1.47054
30.83	0.00282762	-1.4411	-1.43827
30.92	0.00266905	-1.40915	-1.40648
31.01	0.00251869	-1.37771	-1.37519
31.1	0.00237618	-1.34676	-1.34439
31.19	0.00224092	-1.31631	-1.31407
31.28	0.00211261	-1.28634	-1.28423
31.37	0.00199096	-1.25687	-1.25488
31.46	0.00187567	-1.22788	-1.226
31.55	0.00176646	-1.19938	-1.19761
31.64	0.00166307	-1.17136	-1.16969
31.73	0.00156524	-1.14382	-1.14225
31.82	0.00147271	-1.11676	-1.11529
31.91	0.00138525	-1.09018	-1.0888
32	0.00130263	-1.06408	-1.06277
32.09	0.00122462	-1.03844	-1.03721
32.18	0.00115083	-1.01326	-1.01211
32.27	0.00108105	-0.988544	-0.987463
32.36	0.00101512	-0.964279	-0.963264
32.45	0.000952844	-0.940465	-0.939512
32.54	0.000894061	-0.917098	-0.916204
32.63	0.000838608	-0.894174	-0.893335
32.72	0.000786326	-0.871689	-0.870902
32.81	0.000737064	-0.849639	-0.848902
32.9	0.000690677	-0.828019	-0.827328
32.99	0.000647027	-0.806825	-0.806178
33.08	0.000605979	-0.786053	-0.785447
33.17	0.000567293	-0.765691	-0.765123
33.26	0.000530842	-0.745735	-0.745204
33.35	0.000496517	-0.72618	-0.725684
33.44	0.000464217	-0.707022	-0.706558
33.53	0.00043384	-0.688257	-0.687823
33.62	0.000405292	-0.669879	-0.669474
33.71	0.000378483	-0.651884	-0.651506
33.8	0.000353323	-0.634267	-0.633913
33.89	0.00032973	-0.617022	-0.616692
33.98	0.000307623	-0.600144	-0.599837
34.07	0.000286925	-0.583629	-0.583342
34.16	0.000267499	-0.567467	-0.5672
34.25	0.000249262	-0.551652	-0.551403
34.34	0.000232154	-0.53618	-0.535948
34.43	0.000216116	-0.521046	-0.52083
34.52	0.000201093	-0.506245	-0.506044
34.61	0.000187033	-0.491772	-0.491585
34.7	0.000173884	-0.477622	-0.477448
34.79	0.000161598	-0.463791	-0.46363
34.88	0.000150129	-0.450273	-0.450123
34.97	0.000139433	-0.437064	-0.436925
35.06	0.000129468	-0.424159	-0.424029
35.15	0.000120159	-0.411549	-0.411429
35.24	0.000111453	-0.39923	-0.399118
35.33	0.000103319	-0.387196	-0.387093
35.42	9.57253e-05	-0.375444	-0.375348
35.51	8.86429e-05	-0.363969	-0.36388
35.6	8.20437e-05	-0.352766	-0.352684
35.69	7.59007e-05	-0.341831	-0.341755
35.78	7.01886e-05	-0.33116	-0.33109
35.87	6.48829e-05	-0.320748	-0.320683
35.96	5.99606e-05	-0.310591	-0.310531
36.05	5.53996e-05	-0.300684	-0.300629
36.14	5.1162e-05	-0.291022	-0.290971
36.23	4.72156e-05	-0.281599	-0.281552
36.32	4.35442e-05	-0.272411	-0.272367
36.41	4.01323e-05	-0.263454	-0.263414
36.5	3.69649e-05	-0.254725	-0.254688
36.59	3.40279e-05	-0.246219	-0.246185
36.68	3.1308e-05	-0.237933	-0.237901
36.77	2.87924e-05	-0.229862	-0.229834
36.86	2.64689e-05	-0.222004	-0.221978
36.95	2.43261e-05	-0.214354	-0.21433
37.04	2.2353e-05	-0.206909	-0.206886
37.13	2.05315e-05	-0.199663	-0.199642
37.22	1.88427e-05	-0.192612	-0.192593
37.31	1.72787e-05	-0.185753	-0.185736
37.4	1.58323e-05	-0.179083	-0.179067
37.49	1.44962e-05	-0.172597	-0.172582
37.58	1.32639e-05	-0.166293	-0.166279
37.67	1.21291e-05	-0.160167	-0.160155
37.76	1.10857e-05	-0.154216	-0.154205
37.85	1.0128e-05	-0.148437	-0.148426
37.94	9.25065e-06	-0.142826	-0.142816
38.03	8.4486e-06	-0.13738	-0.137372
38.12	7.71385e-06	-0.132096	-0.132088
38.21	7.03585e-06	-0.126969	-0.126962
38.3	6.41109e-06	-0.121996	-0.12199
38.39	5.8363e-06	-0.117174	-0.117169
38.48	5.30833e-06	-0.112501	-0.112496
38.57	4.82424e-06	-0.107973	-0.107968
38.66	4.38122e-06	-0.103588	-0.103583
38.75	3.97663e-06	-0.0993419	-0.0993379
38.84	3.60797e-06	-0.0952325	-0.0952289
38.93	3.27288e-06	-0.091257	-0.0912537
39.02	2.96915e-06	-0.0874122	-0.0874092
39.11	2.6936e-06	-0.0836952	-0.0836925
39.2	2.44059e-06	-0.0801022	-0.0800997
39.29	2.2087e-06	-0.0766305	-0.0766282
39.38	1.99655e-06	-0.0732774	-0.0732754
39.47	1.80287e-06	-0.0700403	-0.0700385
39.56	1.62644e-06	-0.0669166	-0.066915
39.65	1.46611e-06	-0.0639037	-0.0639022
39.74	1.3208e-06	-0.0609988	-0.0609975
39.83	1.1895e-06	-0.0581994	-0.0581982
39.92	1.07126e-06	-0.055503	-0.0555019
40.01	9.65169e-07	-0.0529068	-0.0529059
40.1	8.70126e-07	-0.0504084	-0.0504075
40.19	7.83282e-07	-0.0480044	-0.0480036
40.28	7.04095e-07	-0.0456923	-0.0456916
40.37	6.32056e-07	-0.0434698	-0.0434691
40.46	5.66684e-07	-0.0413345	-0.0413339
40.55	5.07526e-07	-0.039284	-0.0392835
40.64	4.54156e-07	-0.0373161	-0.0373157
40.73	4.06174e-07	-0.0354284	-0.035428
40.82	3.63202e-07	-0.0336186	-0.0336182
40.91	3.24889e-07	-0.0318844	-0.031884
41	2.90902e-07	-0.0302235	-0.0302233
41.09	2.6093e-07	-0.0286339	-0.0286336
41.18	2.33645e-07	-0.0271126	-0.0271123
41.27	2.08863e-07	-0.0256574	-0.0256572
41.36	1.86417e-07	-0.0242664	-0.0242662
41.45	1.66143e-07	-0.0229375	-0.0229373
41.54	1.47893e-07	-0.0216687	-0.0216686
41.63	1.31524e-07	-0.020458	-0.0204579
41.72	1.16903e-07	-0.0193035	-0.0193034
41.81	1.03904e-07	-0.0182032	-0.0182031
41.9	9.24125e-08	-0.0171553	-0.0171552
41.99	8.23173e-08	-0.0161579	-0.0161578
42.08	7.35162e-08	-0.0152091	-0.015209
42.17	6.55678e-08	-0.0143068	-0.0143067
42.26	5.83698e-08	-0.0134491	-0.013449
42.35	5.18702e-08	-0.0126344	-0.0126344
42.44	4.60205e-08	-0.0118611	-0.0118611
42.53	4.0775e-08	-0.0111276	-0.0111276
42.62	3.60906e-08	-0.0104323	-0.0104322
42.71	3.19272e-08	-0.00977366	-0.00977362
42.8	2.8247e-08	-0.00915023	-0.0091502
42.89	2.50147e-08	-0.00856054	-0.00856052
42.98	2.21974e-08	-0.00800318	-0.00800316
43.07	1.97641e-08	-0.00747676	-0.00747674
43.16	1.75868e-08	-0.00697963	-0.00697961
43.25	1.56187e-08	-0.00651044	-0.00651043
43.34	1.38455e-08	-0.00606796	-0.00606794
43.43	1.22533e-08	-0.00565099	-0.00565098
43.52	1.08295e-08	-0.00525837	-0.00525836
43.61	9.56193e-09	-0.00488899	-0.00488898
43.7	8.43936e-09	-0.00454174	-0.00454173
43.79	7.45124e-09	-0.00421559	-0.00421558
43.88	6.58767e-09	-0.0039095	-0.00390949
43.97	5.83942e-09	-0.00362249	-0.00362248
44.06	5.19787e-09	-0.00335361	-0.0033536
44.15	4.62904e-09	-0.00310174	-0.00310174
44.24	4.11473e-09	-0.00286593	-0.00286592
44.33	3.65118e-09	-0.00264535	-0.00264534
44.42	3.23485e-09	-0.0024392	-0.0024392
44.51	2.86241e-09	-0.00224674	-0.00224673
44.6	2.53074e-09	-0.00206722	-0.00206722
44.69	2.23691e-09	-0.00189995	-0.00189995
44.78	1.97818e-09	-0.00174425	-0.00174425
44.87	1.75198e-09	-0.00159948	-0.00159948
44.96	1.55591e-09	-0.00146502	-0.00146501
45.05	1.38771e-09	-0.00134027	-0.00134027
45.14	1.23909e-09	-0.00122455	-0.00122455
45.23	1.10364e-09	-0.00111723	-0.00111723
45.32	9.80485e-10	-0.00101782	-0.00101782
45.41	8.6879e-10	-0.00092584	-0.000925839
45.5	7.67764e-10	-0.00084085	-0.000840849
45.59	6.76665e-10	-0.000762422	-0.000762421
45.68	5.94793e-10	-0.00069015	-0.00069015
45.77	5.21494e-10	-0.00062365	-0.00062365
45.86	4.5615e-10	-0.000562556	-0.000562555
45.95	3.98183e-10	-0.000506519	-0.000506518
46.04	3.47051e-10	-0.000455211	-0.000455211
46.13	3.01665e-10	-0.000408242	-0.000408242
46.22	2.60875e-10	-0.000365228	-0.000365227
46.31	2.24347e-10	-0.000325906	-0.000325905
46.4	1.91771e-10	-0.000290028	-0.000290028
46.49	1.62852e-10	-0.000257363	-0.000257362
46.58	1.37317e-10	-0.000227687	-0.000227687
46.67	1.14911e-10	-0.000200795	-0.000200794
46.76	9.53934e-11	-0.000176489	-0.000176489
46.85	7.85416e-11	-0.000154585	-0.000154585
46.94	6.41474e-11	-0.000134911	-0.000134911
47.03	5.20165e-11	-0.000117303	-0.000117303
47.12	4.1787e-11	-0.000101564	-0.000101564
47.21	3.29435e-11	-8.7466e-05	-8.7466e-05
47.3	2.53767e-11	-7.48866e-05	-7.48866e-05
47.39	1.8985e-11	-6.37127e-05	-6.37127e-05
47.48	1.36737e-11	-5.38378e-05	-5.38378e-05
47.57	9.35518e-12	-4.51625e-05	-4.51625e-05
47.66	5.9478e-12	-3.75939e-05	-3.75939e-05
47.75	3.37597e-12	-3.10454e-05	-3.10454e-05
47.84	1.56963e-12	-2.5436e-05	-2.5436e-05
47.93	4.64184e-13	-2.06906e-05	-2.06906e-05
48.02	-2.22045e-16	-1.6739e-05	-1.6739e-05
48.11	-2.22045e-16	-1.34648e-05	-1.34648e-05
48.2	-2.22045e-16	-1.0633e-05	-1.0633e-05
48.29	-2.22045e-16	-8.20829e-06	-8.20829e-06
48.38	-2.22045e-16	-6.15815e-06	-6.15815e-06
48.47	-2.22045e-16	-4.45219e-06	-4.45219e-06
48.56	-2.22045e-16	-3.0622e-06	-3.0622e-06
48.65	-2.22045e-16	-1.962e-06	-1.962e-06
48.74	-2.22045e-16	-1.12732e-06	-1.12732e-06
48.83	-2.22045e-16	-5.35696e-07	-5.35696e-07
48.92	-2.22045e-16	-1.66327e-07	-1.66327e-07
49.01	-2.22045e-16	0	-2.22045e-16
49.1	-2.22045e-16	0	-2.22045e-16
49.19	-2.22045e-16	0	-2.22045e-16
49.28	-2.22045e-16	0	-2.22045e-16
49.37	-2.22045e-16	0	-2.22045e-16
49.46	-2.22045e-16	0	-2.22045e-16
49.55	-2.22045e-16	0	-2.22045e-16
49.64	-2.22045e-16	0	-2.22045e-16
49.73	-2.22045e-16	0	-2.22045e-16
49.82	-2.22045e-16	0	-2.22045e-16
49.91	-2.22045e-16	0	-2.22045e-16
50	-2.22045e-16	0	-2.22045e-16
50.09	-2.22045e-16	0	-2.22045e-16
50.18	-2.22045e-16	0	-2.22045e-16
50.27	-2.22045e-16	0	-2.22045e-16
50.36	-2.22045e-16	0	-2.22045e-16
50.45	-2.22045e-16	0	-2.22045e-16
50.54	-2.22045e-16	0	-2.22045e-16
50.63	-2.22045e-16	0	-2.22045e-16
50.72	-2.22045e-16	0	-2.22045e-16
50.81	-2.22045e-16	0	-2.22045e-16
50.9	-2.22045e-16	0	-2.22045e-16
50.99	-2.22045e-16	0	-2.22045e-16
51.08	-2.22045e-16	0	-2.22045e-16
51.17	-2.22045e-16	0	-2.22045e-16
51.26	-2.22045e-16	0	-2.22045e-16
51.35	-2.22045e-16	0	-2.22045e-16
51.44	-2.22045e-16	0	-2.22045e-16
51.53	-2.22045e-16	0	-2.22045e-16
51.62	-2.22045e-16	0	-2.22045e-16
51.71	-2.22045e-16	0	-2.22045e-16
51.8	-2.22045e-16	0	-2.22045e-16
51.89	-2.22045e-16	0	-2.22045e-16
51.98	-2.22045e-16	0	-2.22045e-16
52.07	-2.22045e-16	0	-2.22045e-16
52.16	-2.22045e-16	0	-2.22045e-16
52.25	-2.22045e-16	0	-2.22045e-16
52.34	-2.22045e-16	0	-2.22045e-16
52.43	-2.22045e-16	0	-2.22045e-16
52.52	-2.22045e-16	0	-2.22045e-16
52.61	-2.22045e-16	0	-2.22045e-16
52.7	-2.22045e-16	0	-2.22045e-16
52.79	-2.22045e-16	0	-2.22045e-16
52.88	-2.22045e-16	0	-2.22045e-16
52.97	-2.22045e-16	0	-2.22045e-16
53.06	-2.22045e-16	0	-2.22045e-16
53.15	-2.22045e-16	0	-2.22045e-16
53.24	-2.22045e-16	0	-2.22045e-16
53.33	-2.22045e-16	0	-2.22045e-16
53.42	-2.22045e-16	0	-2.22045e-16
53.51	-2.22045e-16	0	-2.22045e-16
53.6	-2.22045e-16	0	-2.22045e-16
53.69	-2.22045e-16	0	-2.22045e-16
53.78	-2.22045e-16	0	-2.22045e-16
53.87	-2.22045e-16	0	-2.22045e-16
53.96	-2.22045e-16	0	-2.22045e-16
54.05	-2.22045e-16	0	-2.22045e-16
54.14	-2.22045e-16	0	-2.22045e-16
54.23	-2.22045e-16	0	-2.22045e-16
54.32	-2.22045e-16	0	-2.22045e-16
54.41	-2.22045e-16	0	-2.22045e-16
54.5	-2.22045e-16	0	-2.22045e-16
54.59	-2.22045e-16	0	-2.22045e-16
54.68	-2.22045e-16	0	-2.22045e-16
54.77	-2.22045e-16	0	-2.22045e-16
54.86	-2.22045e-16	0	-2.22045e-16
54.95	-2.22045e-16	0	-2.22045e-16
55.04	-2.22045e-16	0	-2.22045e-16
55.13	-2.22045e-16	0	-2.22045e-16
55.22	-2.22045e-16	0	-2.22045e-16
55.31	-2.22045e-16	0	-2.22045e-16
55.4	-2.22045e-16	0	-2.22045e-16
55.49	-2.22045e-16	0	-2.22045e-16
55.58	-2.22045e-16	0	-2.22045e-16
55.67	-2.22045e-16	0	-2.22045e-16
55.76	-2.22045e-16	0	-2.22045e-16
55.85	-2.22045e-16	0	-2.22045e-16
55.94	-2.22045e-16	0	-2.22045e-16
56.03	-2.22045e-16	0	-2.22045e-16
56.12	-2.22045e-16	0	-2.22045e-16
56.21	-2.22045e-16	0	-2.22045e-16
56.3	-2.22045e-16	0	-2.22045e-16
56.39	-2.22045e-16	0	-2.22045e-16
56.48	-2.22045e-16	0	-2.22045e-16
56.57	-2.22045e-16	0	-2.22045e-16
56.66	-2.22045e-16	0	-2.22045e-16
56.75	-2.22045e-16	0	-2.22045e-16
56.84	-2.22045e-16	0	-2.22045e-16
56.93	-2.22045e-16	0	-2.22045e-16
57.02	-2.22045e-16	0	-2.22045e-16
57.11	-2.22045e-16	0	-2.22045e-16
57.2	-2.22045e-16	0	-2.22045e-16
57.29	-2.22045e-16	0	-2.22045e-16
57.38	-2.22045e-16	0	-2.22045e-16
57.47	-2.22045e-16	0	-2.22045e-16
57.56	-2.22045e-16	0	-2.22045e-16
57.65	-2.22045e-16	0	-2.22045e-16
57.74	-2.22045e-16	0	-2.22045e-16
57.83	-2.22045e-16	0	-2.22045e-16
57.92	-2.22045e-16	0	-2.22045e-16
58.01	-2.22045e-16	0	-2.22045e-16
58.1	-2.22045e-16	0	-2.22045e-16
58.19	-2.22045e-16	0	-2.22045e-16
58.28	-2.22045e-16	0	-2.22045e-16
58.37	-2.22045e-16	0	-2.22045e-16
58.46	-2.22045e-16	0	-2.22045e-16
58.55	-2.22045e-16	0	-2.22045e-16
58.64	-2.22045e-16	0	-2.22045e-16
58.73	-2.22045e-16	0	-2.22045e-16
58.82	-2.22045e-16	0	-2.22045e-16
58.91	-2.22045e-16	0	-2.22045e-16
59	-2.22045e-16	0	-2.22045e-16
59.09	-2.22045e-16	0	-2.22045e-16
59.18	-2.22045e-16	0	-2.22045e-16
59.27	-2.22045e-16	0	-2.22045e-16
59.36	-2.22045e-16	0	-2.22045e-16
