# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
18.23	0.725832	-5.97866	-5.25283
18.32	0.707912	-5.94938	-5.24147
18.41	0.690325	-5.91995	-5.22963
18.5	0.673066	-5.89039	-5.21732
18.59	0.656134	-5.86068	-5.20455
18.68	0.639523	-5.83083	-5.19131
18.77	0.623231	-5.80085	-5.17762
18.86	0.607254	-5.77072	-5.16347
18.95	0.591588	-5.74045	-5.14886
19.04	0.57623	-5.71004	-5.13381
19.13	0.561175	-5.67949	-5.11831
19.22	0.546422	-5.64879	-5.10237
19.31	0.531965	-5.61796	-5.08599
19.4	0.517802	-5.58698	-5.06918
19.49	0.503928	-5.55586	-5.05193
19.58	0.49034	-5.5246	-5.03426
19.67	0.477035	-5.4932	-5.01617
19.76	0.464009	-5.46166	-4.99765
19.85	0.451258	-5.42997	-4.97872
19.94	0.438779	-5.39815	-4.95937
20.03	0.426568	-5.36618	-4.93961
20.12	0.414622	-5.33408	-4.91945
20.21	0.402936	-5.30183	-4.89889
20.3	0.391507	-5.26944	-4.87793
20.39	0.380332	-5.23691	-4.85658
20.48	0.369407	-5.20425	-4.83484
20.57	0.358729	-5.17144	-4.81271
20.66	0.348293	-5.1385	-4.79021
20.75	0.338097	-5.10542	-4.76732
20.84	0.328136	-5.0722	-4.74406
20.93	0.318408	-5.03884	-4.72043
21.02	0.308908	-5.00534	-4.69644
21.11	0.299633	-4.97171	-4.67208
21.2	0.290579	-4.93795	-4.64737
21.29	0.281743	-4.90405	-4.6223
21.38	0.273122	-4.87001	-4.59689
21.47	0.264712	-4.83585	-4.57113
21.56	0.256509	-4.80155	-4.54504
21.65	0.24851	-4.76712	-4.51861
21.74	0.240711	-4.73255	-4.49184
21.83	0.23311	-4.69786	-4.46475
21.92	0.225702	-4.66304	-4.43734
22.01	0.218484	-4.62809	-4.4096
22.1	0.211454	-4.593	-4.38155
22.19	0.204606	-4.5578	-4.35319
22.28	0.197939	-4.52247	-4.32453
22.37	0.191448	-4.48703	-4.29558
22.46	0.185131	-4.45146	-4.26633
22.55	0.178984	-4.41578	-4.2368
22.64	0.173004	-4.37998	-4.20698
22.73	0.167188	-4.34406	-4.17688
22.82	0.161532	-4.30803	-4.1465
22.91	0.156033	-4.27189	-4.11585
23	0.150688	-4.23563	-4.08494
23.09	0.145495	-4.19925	-4.05376
23.18	0.140449	-4.16279	-4.02234
23.27	0.135548	-4.12622	-3.99067
23.36	0.130789	-4.08956	-3.95877
23.45	0.126169	-4.05281	-3.92664
23.54	0.121684	-4.01597	-3.89429
23.63	0.117332	-3.97905	-3.86171
23.72	0.11311	-3.94203	-3.82892
23.81	0.109015	-3.90494	-3.79592
23.9	0.105044	-3.86776	-3.76271
23.99	0.101194	-3.8305	-3.7293
24.08	0.0974632	-3.79316	-3.6957
24.17	0.0938478	-3.75577	-3.66192
24.26	0.0903453	-3.71833	-3.62798
24.35	0.0869531	-3.68083	-3.59388
24.44	0.0836684	-3.64329	-3.55963
24.53	0.0804888	-3.60571	-3.52523
24.62	0.0774116	-3.56809	-3.49068
24.71	0.0744343	-3.53044	-3.45601
24.8	0.0715544	-3.49275	-3.4212
24.89	0.0687695	-3.45504	-3.38627
24.98	0.0660773	-3.4173	-3.35122
25.07	0.0634753	-3.37954	-3.31606
25.16	0.0609609	-3.34177	-3.28081
25.25	0.0585316	-3.30402	-3.24549
25.34	0.0561854	-3.26629	-3.2101
25.43	0.0539199	-3.22857	-3.17465
25.52	0.0517329	-3.19088	-3.13914
25.61	0.0496224	-3.15321	-3.10359
25.7	0.0475862	-3.11557	-3.06799
25.79	0.0456224	-3.07798	-3.03235
25.88	0.0437288	-3.04042	-2.99669
25.97	0.0419035	-3.00291	-2.96101
26.06	0.0401446	-2.96545	-2.92531
26.15	0.0384498	-2.92807	-2.88962
26.24	0.0368171	-2.89077	-2.85395
26.33	0.0352447	-2.85355	-2.81831
26.42	0.0337307	-2.81643	-2.7827
26.51	0.0322735	-2.77941	-2.74714
26.6	0.0308714	-2.7425	-2.71162
26.69	0.0295227	-2.70569	-2.67617
26.78	0.0282257	-2.669	-2.64077
26.87	0.0269788	-2.63242	-2.60544
26.96	0.0257806	-2.59598	-2.5702
27.05	0.0246295	-2.55966	-2.53503
27.14	0.0235237	-2.52349	-2.49997
27.23	0.0224614	-2.48748	-2.46502
27.32	0.0214414	-2.45164	-2.4302
27.41	0.0204622	-2.41597	-2.3955
27.5	0.0195226	-2.38047	-2.36094
27.59	0.0186211	-2.34515	-2.32653
27.68	0.0177566	-2.31001	-2.29226
27.77	0.0169278	-2.27507	-2.25814
27.86	0.0161335	-2.24032	-2.22419
27.95	0.0153726	-2.20578	-2.19041
28.04	0.0146438	-2.17144	-2.1568
28.13	0.013946	-2.13732	-2.12337
28.22	0.0132776	-2.10342	-2.09014
28.31	0.0126376	-2.06976	-2.05712
28.4	0.0120251	-2.03633	-2.02431
28.49	0.0114392	-2.00315	-1.99171
28.58	0.0108787	-1.97021	-1.95933
28.67	0.0103429	-1.93753	-1.92718
28.76	0.00983087	-1.90509	-1.89526
28.85	0.00934168	-1.87292	-1.86358
28.94	0.00887451	-1.84101	-1.83214
29.03	0.00842854	-1.80937	-1.80094
29.12	0.00800284	-1.778	-1.77
29.21	0.00759635	-1.74691	-1.73932
29.3	0.00720833	-1.71611	-1.7089
29.39	0.0068381	-1.6856	-1.67876
29.48	0.00648497	-1.65537	-1.64889
29.57	0.00614829	-1.62545	-1.6193
29.66	0.00582742	-1.59582	-1.58999
29.75	0.00552175	-1.56649	-1.56096
29.84	0.00523066	-1.53746	-1.53223
29.93	0.0049536	-1.50874	-1.50378
30.02	0.00468998	-1.48032	-1.47563
30.11	0.00443921	-1.45222	-1.44778
30.2	0.00420046	-1.42444	-1.42024
30.29	0.00397327	-1.39697	-1.39299
30.38	0.00375717	-1.36982	-1.36606
30.47	0.0035517	-1.34299	-1.33944
30.56	0.00335642	-1.31648	-1.31312
30.65	0.00317092	-1.29029	-1.28712
30.74	0.00299479	-1.26443	-1.26144
30.83	0.00282762	-1.2389	-1.23607
30.92	0.00266905	-1.21369	-1.21102
31.01	0.00251869	-1.18881	-1.18629
31.1	0.00237618	-1.16426	-1.16188
31.19	0.00224092	-1.14003	-1.13779
31.28	0.00211261	-1.11613	-1.11402
31.37	0.00199096	-1.09256	-1.09057
31.46	0.00187567	-1.06932	-1.06745
31.55	0.00176646	-1.04641	-1.04464
31.64	0.00166307	-1.02383	-1.02216
31.73	0.00156524	-1.00157	-1
31.82	0.00147271	-0.979639	-0.978166
31.91	0.00138525	-0.958035	-0.956649
32	0.00130263	-0.936756	-0.935454
32.09	0.00122462	-0.915802	-0.914578
32.18	0.00115083	-0.89517	-0.894019
32.27	0.00108105	-0.874858	-0.873777
32.36	0.00101512	-0.854865	-0.85385
32.45	0.000952844	-0.835191	-0.834238
32.54	0.000894061	-0.815833	-0.814939
32.63	0.000838608	-0.79679	-0.795951
32.72	0.000786326	-0.77806	-0.777274
32.81	0.000737064	-0.759642	-0.758905
32.9	0.000690677	-0.741534	-0.740843
32.99	0.000647027	-0.723733	-0.723086
33.08	0.000605979	-0.706238	-0.705632
33.17	0.000567293	-0.689044	-0.688477
33.26	0.000530842	-0.672149	-0.671619
33.35	0.000496517	-0.655551	-0.655055
33.44	0.000464217	-0.639248	-0.638784
33.53	0.00043384	-0.623237	-0.622803
33.62	0.000405292	-0.607516	-0.60711
33.71	0.000378483	-0.592082	-0.591703
33.8	0.000353323	-0.576933	-0.57658
33.89	0.00032973	-0.562066	-0.561737
33.98	0.000307623	-0.547479	-0.547172
34.07	0.000286925	-0.533169	-0.532882
34.16	0.000267499	-0.519131	-0.518863
34.25	0.000249262	-0.505362	-0.505112
34.34	0.000232154	-0.491859	-0.491627
34.43	0.000216116	-0.47862	-0.478404
34.52	0.000201093	-0.465642	-0.465441
34.61	0.000187033	-0.452923	-0.452736
34.7	0.000173884	-0.440459	-0.440285
34.79	0.000161598	-0.428247	-0.428085
34.88	0.000150129	-0.416285	-0.416135
34.97	0.000139433	-0.404569	-0.40443
35.06	0.000129468	-0.393097	-0.392968
35.15	0.000120159	-0.381865	-0.381745
35.24	0.000111453	-0.370869	-0.370757
35.33	0.000103319	-0.360105	-0.360002
35.42	9.57253e-05	-0.349572	-0.349476
35.51	8.86429e-05	-0.339267	-0.339178
35.6	8.20437e-05	-0.329186	-0.329103
35.69	7.59007e-05	-0.319326	-0.31925
35.78	7.01886e-05	-0.309686	-0.309616
35.87	6.48829e-05	-0.300262	-0.300197
35.96	5.99606e-05	-0.291051	-0.290991
36.05	5.53996e-05	-0.28205	-0.281994
36.14	5.1162e-05	-0.273255	-0.273204
36.23	4.72156e-05	-0.264663	-0.264616
36.32	4.35442e-05	-0.256272	-0.256228
36.41	4.01323e-05	-0.248078	-0.248038
36.5	3.69649e-05	-0.240078	-0.240041
36.59	3.40279e-05	-0.232271	-0.232237
36.68	3.1308e-05	-0.224653	-0.224622
36.77	2.87924e-05	-0.217222	-0.217193
36.86	2.64689e-05	-0.209974	-0.209948
36.95	2.43261e-05	-0.202908	-0.202883
37.04	2.2353e-05	-0.19602	-0.195997
37.13	2.05315e-05	-0.189307	-0.189286
37.22	1.88427e-05	-0.182766	-0.182747
37.31	1.72787e-05	-0.176393	-0.176376
37.4	1.58323e-05	-0.170188	-0.170172
37.49	1.44962e-05	-0.164146	-0.164132
37.58	1.32639e-05	-0.158266	-0.158253
37.67	1.21291e-05	-0.152545	-0.152533
37.76	1.10857e-05	-0.14698	-0.146969
37.85	1.0128e-05	-0.141569	-0.141559
37.94	9.25065e-06	-0.136309	-0.1363
38.03	8.4486e-06	-0.131198	-0.13119
38.12	7.71385e-06	-0.126233	-0.126225
38.21	7.03585e-06	-0.12141	-0.121403
38.3	6.41109e-06	-0.116727	-0.116721
38.39	5.8363e-06	-0.112182	-0.112176
38.48	5.30833e-06	-0.107772	-0.107767
38.57	4.82424e-06	-0.103495	-0.10349
38.66	4.38122e-06	-0.0993483	-0.0993439
38.75	3.97663e-06	-0.0953295	-0.0953255
38.84	3.60797e-06	-0.0914363	-0.0914327
38.93	3.27288e-06	-0.0876661	-0.0876629
39.02	2.96915e-06	-0.0840167	-0.0840137
39.11	2.6936e-06	-0.0804853	-0.0804826
39.2	2.44059e-06	-0.0770688	-0.0770664
39.29	2.2087e-06	-0.073765	-0.0737628
39.38	1.99655e-06	-0.0705715	-0.0705696
39.47	1.80287e-06	-0.0674861	-0.0674843
39.56	1.62644e-06	-0.0645064	-0.0645048
39.65	1.46611e-06	-0.0616301	-0.0616286
39.74	1.3208e-06	-0.0588548	-0.0588535
39.83	1.1895e-06	-0.0561784	-0.0561772
39.92	1.07126e-06	-0.0535985	-0.0535974
40.01	9.65169e-07	-0.0511128	-0.0511118
40.1	8.70126e-07	-0.0487189	-0.0487181
40.19	7.83282e-07	-0.046414	-0.0464133
40.28	7.04095e-07	-0.044196	-0.0441953
40.37	6.32056e-07	-0.0420625	-0.0420619
40.46	5.66684e-07	-0.0400115	-0.040011
40.55	5.07526e-07	-0.0380409	-0.0380404
40.64	4.54156e-07	-0.0361485	-0.036148
40.73	4.06174e-07	-0.0343321	-0.0343317
40.82	3.63202e-07	-0.0325896	-0.0325893
40.91	3.24889e-07	-0.0309191	-0.0309188
41	2.90902e-07	-0.0293184	-0.0293181
41.09	2.6093e-07	-0.0277854	-0.0277851
41.18	2.33645e-07	-0.0263175	-0.0263173
41.27	2.08863e-07	-0.0249129	-0.0249127
41.36	1.86417e-07	-0.0235696	-0.0235694
41.45	1.66143e-07	-0.0222857	-0.0222855
41.54	1.47893e-07	-0.0210593	-0.0210591
41.63	1.31524e-07	-0.0198885	-0.0198884
41.72	1.16903e-07	-0.0187716	-0.0187714
41.81	1.03904e-07	-0.0177066	-0.0177065
41.9	9.24125e-08	-0.0166919	-0.0166918
41.99	8.23173e-08	-0.0157256	-0.0157256
42.08	7.35162e-08	-0.0148061	-0.0148061
42.17	6.55678e-08	-0.0139313	-0.0139313
42.26	5.83698e-08	-0.0130995	-0.0130995
42.35	5.18702e-08	-0.0123091	-0.0123091
42.44	4.60205e-08	-0.0115586	-0.0115586
42.53	4.0775e-08	-0.0108465	-0.0108464
42.62	3.60906e-08	-0.0101712	-0.0101711
42.71	3.19272e-08	-0.0095313	-0.00953127
42.8	2.8247e-08	-0.00892541	-0.00892538
42.89	2.50147e-08	-0.00835211	-0.00835209
42.98	2.21974e-08	-0.00781006	-0.00781003
43.07	1.97641e-08	-0.00729791	-0.00729789
43.16	1.75868e-08	-0.00681413	-0.00681412
43.25	1.56187e-08	-0.00635741	-0.0063574
43.34	1.38455e-08	-0.00592658	-0.00592656
43.43	1.22533e-08	-0.00552047	-0.00552046
43.52	1.08295e-08	-0.00513798	-0.00513797
43.61	9.56193e-09	-0.00477802	-0.00477801
43.7	8.43936e-09	-0.00443955	-0.00443954
43.79	7.45124e-09	-0.00412154	-0.00412153
43.88	6.58767e-09	-0.00382301	-0.003823
43.97	5.83942e-09	-0.00354301	-0.00354301
44.06	5.19787e-09	-0.00328063	-0.00328062
44.15	4.62904e-09	-0.00303479	-0.00303478
44.24	4.11473e-09	-0.00280457	-0.00280456
44.33	3.65118e-09	-0.00258917	-0.00258917
44.42	3.23485e-09	-0.00238783	-0.00238782
44.51	2.86241e-09	-0.00219981	-0.0021998
44.6	2.53074e-09	-0.00202439	-0.00202439
44.69	2.23691e-09	-0.00186091	-0.00186091
44.78	1.97818e-09	-0.0017087	-0.0017087
44.87	1.75198e-09	-0.00156714	-0.00156714
44.96	1.55591e-09	-0.00143563	-0.00143563
45.05	1.38771e-09	-0.00131359	-0.00131359
45.14	1.23909e-09	-0.00120036	-0.00120036
45.23	1.10364e-09	-0.00109533	-0.00109533
45.32	9.80485e-10	-0.000998021	-0.00099802
45.41	8.6879e-10	-0.000907973	-0.000907972
45.5	7.67764e-10	-0.000824752	-0.000824752
45.59	6.76665e-10	-0.000747943	-0.000747942
45.68	5.94793e-10	-0.000677149	-0.000677148
45.77	5.21494e-10	-0.000611995	-0.000611994
45.86	4.5615e-10	-0.000552123	-0.000552123
45.95	3.98183e-10	-0.000497196	-0.000497196
46.04	3.47051e-10	-0.000446892	-0.000446892
46.13	3.01665e-10	-0.000400833	-0.000400832
46.22	2.60875e-10	-0.000358646	-0.000358646
46.31	2.24347e-10	-0.000320075	-0.000320075
46.4	1.91771e-10	-0.000284879	-0.000284879
46.49	1.62852e-10	-0.000252828	-0.000252828
46.58	1.37317e-10	-0.000223707	-0.000223707
46.67	1.14911e-10	-0.000197312	-0.000197312
46.76	9.53934e-11	-0.000173451	-0.000173451
46.85	7.85416e-11	-0.000151944	-0.000151944
46.94	6.41474e-11	-0.000132622	-0.000132622
47.03	5.20165e-11	-0.000115324	-0.000115324
47.12	4.1787e-11	-9.98598e-05	-9.98597e-05
47.21	3.29435e-11	-8.6006e-05	-8.60059e-05
47.3	2.53767e-11	-7.36439e-05	-7.36439e-05
47.39	1.8985e-11	-6.2662e-05	-6.2662e-05
47.48	1.36737e-11	-5.29559e-05	-5.29559e-05
47.57	9.35518e-12	-4.4428e-05	-4.4428e-05
47.66	5.9478e-12	-3.6987e-05	-3.6987e-05
47.75	3.37597e-12	-3.05479e-05	-3.05479e-05
47.84	1.56963e-12	-2.50313e-05	-2.50313e-05
47.93	4.64184e-13	-2.03634e-05	-2.03634e-05
48.02	-2.22045e-16	-1.64752e-05	-1.64752e-05
48.11	-2.22045e-16	-1.32528e-05	-1.32528e-05
48.2	-2.22045e-16	-1.04655e-05	-1.04655e-05
48.29	-2.22045e-16	-8.0791e-06	-8.0791e-06
48.38	-2.22045e-16	-6.06127e-06	-6.06127e-06
48.47	-2.22045e-16	-4.38218e-06	-4.38218e-06
48.56	-2.22045e-16	-3.01407e-06	-3.01407e-06
48.65	-2.22045e-16	-1.93117e-06	-1.93117e-06
48.74	-2.22045e-16	-1.10962e-06	-1.10962e-06
48.83	-2.22045e-16	-5.27287e-07	-5.27287e-07
48.92	-2.22045e-16	-1.63718e-07	-1.63718e-07
49.01	-2.22045e-16	0	-2.22045e-16
49.1	-2.22045e-16	0	-2.22045e-16
49.19	-2.22045e-16	0	-2.22045e-16
49.28	-2.22045e-16	0	-2.22045e-16
49.37	-2.22045e-16	0	-2.22045e-16
49.46	-2.22045e-16	0	-2.22045e-16
49.55	-2.22045e-16	0	-2.22045e-16
49.64	-2.22045e-16	0	-2.22045e-16
49.73	-2.22045e-16	0	-2.22045e-16
49.82	-2.22045e-16	0	-2.22045e-16
49.91	-2.22045e-16	0	-2.22045e-16
50	-2.22045e-16	0	-2.22045e-16
50.09	-2.22045e-16	0	-2.22045e-16
50.18	-2.22045e-16	0	-2.22045e-16
50.27	-2.22045e-16	0	-2.22045e-16
50.36	-2.22045e-16	0	-2.22045e-16
50.45	-2.22045e-16	0	-2.22045e-16
50.54	-2.22045e-16	0	-2.22045e-16
50.63	-2.22045e-16	0	-2.22045e-16
50.72	-2.22045e-16	0	-2.22045e-16
50.81	-2.22045e-16	0	-2.22045e-16
50.9	-2.22045e-16	0	-2.22045e-16
50.99	-2.22045e-16	0	-2.22045e-16
51.08	-2.22045e-16	0	-2.22045e-16
51.17	-2.22045e-16	0	-2.22045e-16
51.26	-2.22045e-16	0	-2.22045e-16
51.35	-2.22045e-16	0	-2.22045e-16
51.44	-2.22045e-16	0	-2.22045e-16
51.53	-2.22045e-16	0	-2.22045e-16
51.62	-2.22045e-16	0	-2.22045e-16
51.71	-2.22045e-16	0	-2.22045e-16
51.8	-2.22045e-16	0	-2.22045e-16
51.89	-2.22045e-16	0	-2.22045e-16
51.98	-2.22045e-16	0	-2.22045e-16
52.07	-2.22045e-16	0	-2.22045e-16
52.16	-2.22045e-16	0	-2.22045e-16
52.25	-2.22045e-16	0	-2.22045e-16
52.34	-2.22045e-16	0	-2.22045e-16
52.43	-2.22045e-16	0	-2.22045e-16
52.52	-2.22045e-16	0	-2.22045e-16
52.61	-2.22045e-16	0	-2.22045e-16
52.7	-2.22045e-16	0	-2.22045e-16
52.79	-2.22045e-16	0	-2.22045e-16
52.88	-2.22045e-16	0	-2.22045e-16
52.97	-2.22045e-16	0	-2.22045e-16
53.06	-2.22045e-16	0	-2.22045e-16
53.15	-2.22045e-16	0	-2.22045e-16
53.24	-2.22045e-16	0	-2.22045e-16
53.33	-2.22045e-16	0	-2.22045e-16
53.42	-2.22045e-16	0	-2.22045e-16
53.51	-2.22045e-16	0	-2.22045e-16
53.6	-2.22045e-16	0	-2.22045e-16
53.69	-2.22045e-16	0	-2.22045e-16
53.78	-2.22045e-16	0	-2.22045e-16
53.87	-2.22045e-16	0	-2.22045e-16
53.96	-2.22045e-16	0	-2.22045e-16
54.05	-2.22045e-16	0	-2.22045e-16
54.14	-2.22045e-16	0	-2.22045e-16
54.23	-2.22045e-16	0	-2.22045e-16
54.32	-2.22045e-16	0	-2.22045e-16
54.41	-2.22045e-16	0	-2.22045e-16
54.5	-2.22045e-16	0	-2.22045e-16
54.59	-2.22045e-16	0	-2.22045e-16
54.68	-2.22045e-16	0	-2.22045e-16
54.77	-2.22045e-16	0	-2.22045e-16
54.86	-2.22045e-16	0	-2.22045e-16
54.95	-2.22045e-16	0	-2.22045e-16
55.04	-2.22045e-16	0	-2.22045e-16
55.13	-2.22045e-16	0	-2.22045e-16
55.22	-2.22045e-16	0	-2.22045e-16
55.31	-2.22045e-16	0	-2.22045e-16
55.4	-2.22045e-16	0	-2.22045e-16
55.49	-2.22045e-16	0	-2.22045e-16
55.58	-2.22045e-16	0	-2.22045e-16
55.67	-2.22045e-16	0	-2.22045e-16
55.76	-2.22045e-16	0	-2.22045e-16
55.85	-2.22045e-16	0	-2.22045e-16
55.94	-2.22045e-16	0	-2.22045e-16
56.03	-2.22045e-16	0	-2.22045e-16
56.12	-2.22045e-16	0	-2.22045e-16
56.21	-2.22045e-16	0	-2.22045e-16
56.3	-2.22045e-16	0	-2.22045e-16
56.39	-2.22045e-16	0	-2.22045e-16
56.48	-2.22045e-16	0	-2.22045e-16
56.57	-2.22045e-16	0	-2.22045e-16
56.66	-2.22045e-16	0	-2.22045e-16
56.75	-2.22045e-16	0	-2.22045e-16
56.84	-2.22045e-16	0	-2.22045e-16
56.93	-2.22045e-16	0	-2.22045e-16
57.02	-2.22045e-16	0	-2.22045e-16
57.11	-2.22045e-16	0	-2.22045e-16
57.2	-2.22045e-16	0	-2.22045e-16
57.29	-2.22045e-16	0	-2.22045e-16
57.38	-2.22045e-16	0	-2.22045e-16
57.47	-2.22045e-16	0	-2.22045e-16
57.56	-2.22045e-16	0	-2.22045e-16
57.65	-2.22045e-16	0	-2.22045e-16
57.74	-2.22045e-16	0	-2.22045e-16
57.83	-2.22045e-16	0	-2.22045e-16
57.92	-2.22045e-16	0	-2.22045e-16
58.01	-2.22045e-16	0	-2.22045e-16
58.1	-2.22045e-16	0	-2.22045e-16
58.19	-2.22045e-16	0	-2.22045e-16
58.28	-2.22045e-16	0	-2.22045e-16
58.37	-2.22045e-16	0	-2.22045e-16
58.46	-2.22045e-16	0	-2.22045e-16
58.55	-2.22045e-16	0	-2.22045e-16
58.64	-2.22045e-16	0	-2.22045e-16
58.73	-2.22045e-16	0	-2.22045e-16
58.82	-2.22045e-16	0	-2.22045e-16
58.91	-2.22045e-16	0	-2.22045e-16
59	-2.22045e-16	0	-2.22045e-16
59.09	-2.22045e-16	0	-2.22045e-16
59.18	-2.22045e-16	0	-2.22045e-16
59.27	-2.22045e-16	0	-2.22045e-16
